month,warehouse,sku,forecast_units,actual_units
2025-03-01,WH-SOUTH,SKU-0074,0,0
2025-03-01,WH-SOUTH,SKU-0075,21,18
2025-03-01,WH-SOUTH,SKU-0076,44,40
2025-03-01,WH-SOUTH,SKU-0077,2,2
2025-03-01,WH-SOUTH,SKU-0078,38,33
2025-03-01,WH-SOUTH,SKU-0079,3,4
2025-03-01,WH-SOUTH,SKU-0080,0,0
2025-03-01,WH-SOUTH,SKU-0081,41,46
2025-03-01,WH-SOUTH,SKU-0082,14,15
2025-03-01,WH-SOUTH,SKU-0083,0,0
2025-03-01,WH-SOUTH,SKU-0084,0,0
2025-03-01,WH-SOUTH,SKU-0085,25,26
2025-03-01,WH-SOUTH,SKU-0086,0,0
2025-03-01,WH-SOUTH,SKU-0087,0,0
2025-03-01,WH-SOUTH,SKU-0088,17,16
2025-03-01,WH-SOUTH,SKU-0089,30,40
2025-03-01,WH-SOUTH,SKU-0090,36,43
2025-03-01,WH-SOUTH,SKU-0091,69,69
2025-03-01,WH-SOUTH,SKU-0092,42,36
2025-03-01,WH-SOUTH,SKU-0093,19,18
2025-03-01,WH-SOUTH,SKU-0094,43,38
2025-03-01,WH-SOUTH,SKU-0095,44,42
2025-03-01,WH-SOUTH,SKU-0096,0,0
2025-03-01,WH-SOUTH,SKU-0097,24,30
2025-03-01,WH-SOUTH,SKU-0098,49,44
2025-03-01,WH-SOUTH,SKU-0099,41,44
2025-03-01,WH-SOUTH,SKU-0100,11,12
2025-03-01,WH-SOUTH,SKU-0101,9,8
2025-03-01,WH-SOUTH,SKU-0102,0,0
2025-03-01,WH-SOUTH,SKU-0103,68,68
2025-03-01,WH-SOUTH,SKU-0104,0,0
2025-03-01,WH-SOUTH,SKU-0105,19,22
2025-03-01,WH-SOUTH,SKU-0106,9,14
2025-03-01,WH-SOUTH,SKU-0107,45,55
2025-03-01,WH-SOUTH,SKU-0108,27,29
2025-03-01,WH-SOUTH,SKU-0109,35,34
2025-03-01,WH-SOUTH,SKU-0110,31,37
2025-03-01,WH-SOUTH,SKU-0111,23,28
2025-03-01,WH-SOUTH,SKU-0112,0,0
2025-03-01,WH-SOUTH,SKU-0113,33,58
2025-03-01,WH-SOUTH,SKU-0114,0,0
2025-03-01,WH-SOUTH,SKU-0115,30,38
2025-03-01,WH-SOUTH,SKU-0116,0,0
2025-03-01,WH-SOUTH,SKU-0117,21,25
2025-03-01,WH-SOUTH,SKU-0118,13,12
2025-03-01,WH-SOUTH,SKU-0119,31,31
2025-03-01,WH-SOUTH,SKU-0120,28,27
2025-04-01,WH-NORTH,SKU-0001,48,39
2025-04-01,WH-NORTH,SKU-0002,50,56
2025-04-01,WH-NORTH,SKU-0003,0,0
2025-04-01,WH-NORTH,SKU-0004,5,5
2025-04-01,WH-NORTH,SKU-0005,50,64
2025-04-01,WH-NORTH,SKU-0006,0,0
2025-04-01,WH-NORTH,SKU-0007,0,0
2025-04-01,WH-NORTH,SKU-0008,31,35
2025-04-01,WH-NORTH,SKU-0009,80,70
2025-04-01,WH-NORTH,SKU-0010,62,60
2025-04-01,WH-NORTH,SKU-0011,8,7
2025-04-01,WH-NORTH,SKU-0012,0,0
2025-04-01,WH-NORTH,SKU-0013,100,90
2025-04-01,WH-NORTH,SKU-0014,0,0
2025-04-01,WH-NORTH,SKU-0015,16,15
2025-04-01,WH-NORTH,SKU-0016,0,0
2025-04-01,WH-NORTH,SKU-0017,40,34
2025-04-01,WH-NORTH,SKU-0018,0,0
2025-04-01,WH-NORTH,SKU-0019,32,32
2025-04-01,WH-NORTH,SKU-0020,0,0
2025-04-01,WH-NORTH,SKU-0021,1,1
2025-04-01,WH-NORTH,SKU-0022,0,0
2025-04-01,WH-NORTH,SKU-0023,0,0
2025-04-01,WH-NORTH,SKU-0024,26,24
2025-04-01,WH-NORTH,SKU-0025,42,50
2025-04-01,WH-NORTH,SKU-0026,0,0
2025-04-01,WH-NORTH,SKU-0027,36,30
2025-04-01,WH-NORTH,SKU-0028,17,18
2025-04-01,WH-NORTH,SKU-0029,101,80
2025-04-01,WH-NORTH,SKU-0030,51,56
2025-04-01,WH-NORTH,SKU-0031,32,35
2025-04-01,WH-NORTH,SKU-0032,48,58
2025-04-01,WH-NORTH,SKU-0033,0,0
2025-04-01,WH-NORTH,SKU-0034,0,0
2025-04-01,WH-NORTH,SKU-0035,0,0
2025-04-01,WH-NORTH,SKU-0036,0,0
2025-04-01,WH-NORTH,SKU-0037,0,0
2025-04-01,WH-NORTH,SKU-0038,0,0
2025-04-01,WH-NORTH,SKU-0039,16,19
2025-04-01,WH-NORTH,SKU-0040,0,0
2025-04-01,WH-NORTH,SKU-0041,43,54
2025-04-01,WH-NORTH,SKU-0042,76,75
2025-04-01,WH-NORTH,SKU-0043,0,0
2025-04-01,WH-NORTH,SKU-0044,110,95
2025-04-01,WH-NORTH,SKU-0045,0,0
2025-04-01,WH-NORTH,SKU-0046,0,0
2025-04-01,WH-NORTH,SKU-0047,65,58
2025-04-01,WH-NORTH,SKU-0048,0,0
2025-04-01,WH-NORTH,SKU-0049,34,30
2025-04-01,WH-NORTH,SKU-0050,0,0
2025-04-01,WH-NORTH,SKU-0051,34,42
2025-04-01,WH-NORTH,SKU-0052,55,51
2025-04-01,WH-NORTH,SKU-0053,0,0
2025-04-01,WH-NORTH,SKU-0054,33,42
2025-04-01,WH-NORTH,SKU-0055,81,77
2025-04-01,WH-NORTH,SKU-0056,64,84
2025-04-01,WH-NORTH,SKU-0057,0,0
2025-04-01,WH-NORTH,SKU-0058,90,78
2025-04-01,WH-NORTH,SKU-0059,33,42
2025-04-01,WH-NORTH,SKU-0060,56,51
2025-04-01,WH-NORTH,SKU-0061,59,53
2025-04-01,WH-NORTH,SKU-0062,36,30
2025-04-01,WH-NORTH,SKU-0063,39,49
2025-04-01,WH-NORTH,SKU-0064,0,0
2025-04-01,WH-NORTH,SKU-0065,63,66
2025-04-01,WH-NORTH,SKU-0066,0,0
2025-04-01,WH-NORTH,SKU-0067,14,13
2025-04-01,WH-NORTH,SKU-0068,4,4
2025-04-01,WH-NORTH,SKU-0069,25,26
2025-04-01,WH-NORTH,SKU-0070,24,24
2025-04-01,WH-NORTH,SKU-0071,5,5
2025-04-01,WH-NORTH,SKU-0072,2,2
2025-04-01,WH-NORTH,SKU-0073,67,53
2025-04-01,WH-NORTH,SKU-0074,0,0
2025-04-01,WH-NORTH,SKU-0075,28,28
2025-04-01,WH-NORTH,SKU-0076,0,0
2025-04-01,WH-NORTH,SKU-0077,35,42
2025-04-01,WH-NORTH,SKU-0078,82,57
2025-04-01,WH-NORTH,SKU-0079,0,0
2025-04-01,WH-NORTH,SKU-0080,37,55
2025-04-01,WH-NORTH,SKU-0081,0,0
2025-04-01,WH-NORTH,SKU-0082,72,55
2025-04-01,WH-NORTH,SKU-0083,42,40
2025-04-01,WH-NORTH,SKU-0084,9,11
2025-04-01,WH-NORTH,SKU-0085,0,0
2025-04-01,WH-NORTH,SKU-0086,0,0
2025-04-01,WH-NORTH,SKU-0087,0,0
2025-04-01,WH-NORTH,SKU-0088,36,36
2025-04-01,WH-NORTH,SKU-0089,0,0
2025-04-01,WH-NORTH,SKU-0090,14,16
2025-04-01,WH-NORTH,SKU-0091,10,11
2025-04-01,WH-NORTH,SKU-0092,22,18
2025-04-01,WH-NORTH,SKU-0093,30,47
2025-04-01,WH-NORTH,SKU-0094,187,148
2025-04-01,WH-NORTH,SKU-0095,0,0
2025-04-01,WH-NORTH,SKU-0096,69,67
2025-04-01,WH-NORTH,SKU-0097,40,37
2025-04-01,WH-NORTH,SKU-0098,95,65
2025-04-01,WH-NORTH,SKU-0099,33,29
2025-04-01,WH-NORTH,SKU-0100,16,19
2025-04-01,WH-NORTH,SKU-0101,20,20
2025-04-01,WH-NORTH,SKU-0102,34,35
2025-04-01,WH-NORTH,SKU-0103,39,54
2025-04-01,WH-NORTH,SKU-0104,45,47
2025-04-01,WH-NORTH,SKU-0105,78,75
2025-04-01,WH-NORTH,SKU-0106,37,43
2025-04-01,WH-NORTH,SKU-0107,39,38
2025-04-01,WH-NORTH,SKU-0108,67,54
2025-04-01,WH-NORTH,SKU-0109,3,6
2025-04-01,WH-NORTH,SKU-0110,80,68
2025-04-01,WH-NORTH,SKU-0111,67,63
2025-04-01,WH-NORTH,SKU-0112,75,73
2025-04-01,WH-NORTH,SKU-0113,50,41
2025-04-01,WH-NORTH,SKU-0114,27,26
2025-04-01,WH-NORTH,SKU-0115,51,44
2025-04-01,WH-NORTH,SKU-0116,0,0
2025-04-01,WH-NORTH,SKU-0117,64,65
2025-04-01,WH-NORTH,SKU-0118,25,21
2025-04-01,WH-NORTH,SKU-0119,0,0
2025-04-01,WH-NORTH,SKU-0120,0,0
2025-04-01,WH-CENTRAL,SKU-0001,0,0
2025-04-01,WH-CENTRAL,SKU-0002,0,0
2025-04-01,WH-CENTRAL,SKU-0003,8,14
2025-04-01,WH-CENTRAL,SKU-0004,40,33
2025-04-01,WH-CENTRAL,SKU-0005,47,39
2025-04-01,WH-CENTRAL,SKU-0006,35,34
2025-04-01,WH-CENTRAL,SKU-0007,130,125
2025-04-01,WH-CENTRAL,SKU-0008,43,42
2025-04-01,WH-CENTRAL,SKU-0009,37,47
2025-04-01,WH-CENTRAL,SKU-0010,18,26
2025-04-01,WH-CENTRAL,SKU-0011,0,0
2025-04-01,WH-CENTRAL,SKU-0012,31,42
2025-04-01,WH-CENTRAL,SKU-0013,38,44
2025-04-01,WH-CENTRAL,SKU-0014,12,13
2025-04-01,WH-CENTRAL,SKU-0015,0,0
2025-04-01,WH-CENTRAL,SKU-0016,76,80
2025-04-01,WH-CENTRAL,SKU-0017,42,40
2025-04-01,WH-CENTRAL,SKU-0018,11,12
2025-04-01,WH-CENTRAL,SKU-0019,4,4
2025-04-01,WH-CENTRAL,SKU-0020,0,0
2025-04-01,WH-CENTRAL,SKU-0021,0,0
2025-04-01,WH-CENTRAL,SKU-0022,0,0
2025-04-01,WH-CENTRAL,SKU-0023,2,2
2025-04-01,WH-CENTRAL,SKU-0024,65,58
2025-04-01,WH-CENTRAL,SKU-0025,9,8
2025-04-01,WH-CENTRAL,SKU-0026,57,62
2025-04-01,WH-CENTRAL,SKU-0027,40,41
2025-04-01,WH-CENTRAL,SKU-0028,0,0
2025-04-01,WH-CENTRAL,SKU-0029,25,24
2025-04-01,WH-CENTRAL,SKU-0030,30,27
2025-04-01,WH-CENTRAL,SKU-0031,0,0
2025-04-01,WH-CENTRAL,SKU-0032,21,22
2025-04-01,WH-CENTRAL,SKU-0033,44,50
2025-04-01,WH-CENTRAL,SKU-0034,0,0
2025-04-01,WH-CENTRAL,SKU-0035,71,61
2025-04-01,WH-CENTRAL,SKU-0036,67,81
2025-04-01,WH-CENTRAL,SKU-0037,51,40
2025-04-01,WH-CENTRAL,SKU-0038,9,8
2025-04-01,WH-CENTRAL,SKU-0039,7,8
2025-04-01,WH-CENTRAL,SKU-0040,41,41
2025-04-01,WH-CENTRAL,SKU-0041,0,0
2025-04-01,WH-CENTRAL,SKU-0042,23,25
2025-04-01,WH-CENTRAL,SKU-0043,20,24
2025-04-01,WH-CENTRAL,SKU-0044,11,11
2025-04-01,WH-CENTRAL,SKU-0045,0,0
2025-04-01,WH-CENTRAL,SKU-0046,15,12
2025-04-01,WH-CENTRAL,SKU-0047,27,34
2025-04-01,WH-CENTRAL,SKU-0048,60,61
2025-04-01,WH-CENTRAL,SKU-0049,29,26
2025-04-01,WH-CENTRAL,SKU-0050,55,43
2025-04-01,WH-CENTRAL,SKU-0051,0,0
2025-04-01,WH-CENTRAL,SKU-0052,36,33
2025-04-01,WH-CENTRAL,SKU-0053,55,57
2025-04-01,WH-CENTRAL,SKU-0054,123,106
2025-04-01,WH-CENTRAL,SKU-0055,0,0
2025-04-01,WH-CENTRAL,SKU-0056,0,0
2025-04-01,WH-CENTRAL,SKU-0057,0,0
2025-04-01,WH-CENTRAL,SKU-0058,5,5
2025-04-01,WH-CENTRAL,SKU-0059,34,30
2025-04-01,WH-CENTRAL,SKU-0060,16,16
2025-04-01,WH-CENTRAL,SKU-0061,0,0
2025-04-01,WH-CENTRAL,SKU-0062,29,31
2025-04-01,WH-CENTRAL,SKU-0063,32,38
2025-04-01,WH-CENTRAL,SKU-0064,30,24
2025-04-01,WH-CENTRAL,SKU-0065,66,52
2025-04-01,WH-CENTRAL,SKU-0066,0,0
2025-04-01,WH-CENTRAL,SKU-0067,45,43
2025-04-01,WH-CENTRAL,SKU-0068,31,35
2025-04-01,WH-CENTRAL,SKU-0069,2,2
2025-04-01,WH-CENTRAL,SKU-0070,24,22
2025-04-01,WH-CENTRAL,SKU-0071,55,49
2025-04-01,WH-CENTRAL,SKU-0072,61,49
2025-04-01,WH-CENTRAL,SKU-0073,63,55
2025-04-01,WH-CENTRAL,SKU-0074,17,20
2025-04-01,WH-CENTRAL,SKU-0075,1,1
2025-04-01,WH-CENTRAL,SKU-0076,24,28
2025-04-01,WH-CENTRAL,SKU-0077,5,4
2025-04-01,WH-CENTRAL,SKU-0078,6,9
2025-04-01,WH-CENTRAL,SKU-0079,19,16
2025-04-01,WH-CENTRAL,SKU-0080,20,21
2025-04-01,WH-CENTRAL,SKU-0081,24,25
2025-04-01,WH-CENTRAL,SKU-0082,27,30
2025-04-01,WH-CENTRAL,SKU-0083,96,108
2025-04-01,WH-CENTRAL,SKU-0084,34,36
2025-04-01,WH-CENTRAL,SKU-0085,0,0
2025-04-01,WH-CENTRAL,SKU-0086,35,24
2025-04-01,WH-CENTRAL,SKU-0087,35,34
2025-04-01,WH-CENTRAL,SKU-0088,82,74
2025-04-01,WH-CENTRAL,SKU-0089,0,0
2025-04-01,WH-CENTRAL,SKU-0090,99,91
2025-04-01,WH-CENTRAL,SKU-0091,18,33
2025-04-01,WH-CENTRAL,SKU-0092,22,28
2025-04-01,WH-CENTRAL,SKU-0093,72,64
2025-04-01,WH-CENTRAL,SKU-0094,0,0
2025-04-01,WH-CENTRAL,SKU-0095,35,41
2025-04-01,WH-CENTRAL,SKU-0096,5,7
2025-04-01,WH-CENTRAL,SKU-0097,129,119
2025-04-01,WH-CENTRAL,SKU-0098,43,39
2025-04-01,WH-CENTRAL,SKU-0099,40,46
2025-04-01,WH-CENTRAL,SKU-0100,41,40
2025-04-01,WH-CENTRAL,SKU-0101,57,48
2025-04-01,WH-CENTRAL,SKU-0102,1,1
2025-04-01,WH-CENTRAL,SKU-0103,23,25
2025-04-01,WH-CENTRAL,SKU-0104,0,0
2025-04-01,WH-CENTRAL,SKU-0105,64,58
2025-04-01,WH-CENTRAL,SKU-0106,47,56
2025-04-01,WH-CENTRAL,SKU-0107,1,1
2025-04-01,WH-CENTRAL,SKU-0108,0,0
2025-04-01,WH-CENTRAL,SKU-0109,0,0
2025-04-01,WH-CENTRAL,SKU-0110,7,6
2025-04-01,WH-CENTRAL,SKU-0111,28,32
2025-04-01,WH-CENTRAL,SKU-0112,7,9
2025-04-01,WH-CENTRAL,SKU-0113,34,29
2025-04-01,WH-CENTRAL,SKU-0114,45,36
2025-04-01,WH-CENTRAL,SKU-0115,0,0
2025-04-01,WH-CENTRAL,SKU-0116,116,106
2025-04-01,WH-CENTRAL,SKU-0117,37,39
2025-04-01,WH-CENTRAL,SKU-0118,0,0
2025-04-01,WH-CENTRAL,SKU-0119,60,80
2025-04-01,WH-CENTRAL,SKU-0120,0,0
2025-04-01,WH-SOUTH,SKU-0001,0,0
2025-04-01,WH-SOUTH,SKU-0002,38,38
2025-04-01,WH-SOUTH,SKU-0003,50,41
2025-04-01,WH-SOUTH,SKU-0004,0,0
2025-04-01,WH-SOUTH,SKU-0005,39,35
2025-04-01,WH-SOUTH,SKU-0006,50,58
2025-04-01,WH-SOUTH,SKU-0007,15,15
2025-04-01,WH-SOUTH,SKU-0008,0,0
2025-04-01,WH-SOUTH,SKU-0009,38,32
2025-04-01,WH-SOUTH,SKU-0010,0,0
2025-04-01,WH-SOUTH,SKU-0011,0,0
2025-04-01,WH-SOUTH,SKU-0012,0,0
2025-04-01,WH-SOUTH,SKU-0013,0,0
2025-04-01,WH-SOUTH,SKU-0014,25,25
2025-04-01,WH-SOUTH,SKU-0015,4,3
2025-04-01,WH-SOUTH,SKU-0016,0,0
2025-04-01,WH-SOUTH,SKU-0017,39,37
2025-04-01,WH-SOUTH,SKU-0018,23,20
2025-04-01,WH-SOUTH,SKU-0019,0,0
2025-04-01,WH-SOUTH,SKU-0020,3,3
2025-04-01,WH-SOUTH,SKU-0021,0,0
2025-04-01,WH-SOUTH,SKU-0022,0,0
2025-04-01,WH-SOUTH,SKU-0023,27,27
2025-04-01,WH-SOUTH,SKU-0024,0,0
2025-04-01,WH-SOUTH,SKU-0025,27,31
2025-04-01,WH-SOUTH,SKU-0026,0,0
2025-04-01,WH-SOUTH,SKU-0027,71,67
2025-04-01,WH-SOUTH,SKU-0028,51,41
2025-04-01,WH-SOUTH,SKU-0029,35,39
2025-04-01,WH-SOUTH,SKU-0030,0,0
2025-04-01,WH-SOUTH,SKU-0031,0,0
2025-04-01,WH-SOUTH,SKU-0032,0,0
2025-04-01,WH-SOUTH,SKU-0033,0,0
2025-04-01,WH-SOUTH,SKU-0034,29,29
2025-04-01,WH-SOUTH,SKU-0035,52,60
2025-04-01,WH-SOUTH,SKU-0036,17,15
2025-04-01,WH-SOUTH,SKU-0037,8,9
2025-04-01,WH-SOUTH,SKU-0038,42,42
2025-04-01,WH-SOUTH,SKU-0039,54,44
2025-04-01,WH-SOUTH,SKU-0040,51,54
2025-04-01,WH-SOUTH,SKU-0041,59,86
2025-04-01,WH-SOUTH,SKU-0042,0,0
2025-04-01,WH-SOUTH,SKU-0043,0,0
2025-04-01,WH-SOUTH,SKU-0044,9,11
2025-04-01,WH-SOUTH,SKU-0045,0,0
2025-04-01,WH-SOUTH,SKU-0046,0,0
2025-04-01,WH-SOUTH,SKU-0047,26,32
2025-04-01,WH-SOUTH,SKU-0048,0,0
2025-04-01,WH-SOUTH,SKU-0049,6,5
2025-04-01,WH-SOUTH,SKU-0050,0,0
2025-04-01,WH-SOUTH,SKU-0051,15,16
2025-04-01,WH-SOUTH,SKU-0052,42,40
2025-04-01,WH-SOUTH,SKU-0053,0,0
2025-04-01,WH-SOUTH,SKU-0054,0,0
2025-04-01,WH-SOUTH,SKU-0055,6,7
2025-04-01,WH-SOUTH,SKU-0056,9,11
2025-04-01,WH-SOUTH,SKU-0057,26,23
2025-04-01,WH-SOUTH,SKU-0058,0,0
2025-04-01,WH-SOUTH,SKU-0059,0,0
2025-04-01,WH-SOUTH,SKU-0060,16,20
2025-04-01,WH-SOUTH,SKU-0061,40,39
2025-04-01,WH-SOUTH,SKU-0062,0,0
2025-04-01,WH-SOUTH,SKU-0063,4,3
2025-04-01,WH-SOUTH,SKU-0064,0,0
2025-04-01,WH-SOUTH,SKU-0065,46,39
2025-04-01,WH-SOUTH,SKU-0066,0,0
2025-04-01,WH-SOUTH,SKU-0067,0,0
2025-04-01,WH-SOUTH,SKU-0068,26,32
2025-04-01,WH-SOUTH,SKU-0069,0,0
2025-04-01,WH-SOUTH,SKU-0070,42,41
2025-04-01,WH-SOUTH,SKU-0071,27,31
2025-04-01,WH-SOUTH,SKU-0072,20,21
2025-04-01,WH-SOUTH,SKU-0073,27,22
2025-04-01,WH-SOUTH,SKU-0074,0,0
2025-04-01,WH-SOUTH,SKU-0075,0,0
2025-04-01,WH-SOUTH,SKU-0076,56,52
2025-04-01,WH-SOUTH,SKU-0077,90,84
2025-04-01,WH-SOUTH,SKU-0078,0,0
2025-04-01,WH-SOUTH,SKU-0079,40,36
2025-04-01,WH-SOUTH,SKU-0080,26,23
2025-04-01,WH-SOUTH,SKU-0081,45,44
2025-04-01,WH-SOUTH,SKU-0082,4,4
2025-04-01,WH-SOUTH,SKU-0083,0,0
2025-04-01,WH-SOUTH,SKU-0084,16,16
2025-04-01,WH-SOUTH,SKU-0085,14,18
2025-04-01,WH-SOUTH,SKU-0086,0,0
2025-04-01,WH-SOUTH,SKU-0087,0,0
2025-04-01,WH-SOUTH,SKU-0088,0,0
2025-04-01,WH-SOUTH,SKU-0089,29,35
2025-04-01,WH-SOUTH,SKU-0090,53,42
2025-04-01,WH-SOUTH,SKU-0091,21,23
2025-04-01,WH-SOUTH,SKU-0092,35,36
2025-04-01,WH-SOUTH,SKU-0093,0,0
2025-04-01,WH-SOUTH,SKU-0094,0,0
2025-04-01,WH-SOUTH,SKU-0095,37,50
2025-04-01,WH-SOUTH,SKU-0096,29,27
2025-04-01,WH-SOUTH,SKU-0097,0,0
2025-04-01,WH-SOUTH,SKU-0098,32,34
2025-04-01,WH-SOUTH,SKU-0099,0,0
2025-04-01,WH-SOUTH,SKU-0100,22,20
2025-04-01,WH-SOUTH,SKU-0101,38,36
2025-04-01,WH-SOUTH,SKU-0102,42,47
2025-04-01,WH-SOUTH,SKU-0103,0,0
2025-04-01,WH-SOUTH,SKU-0104,21,21
2025-04-01,WH-SOUTH,SKU-0105,16,18
2025-04-01,WH-SOUTH,SKU-0106,73,57
2025-04-01,WH-SOUTH,SKU-0107,0,0
2025-04-01,WH-SOUTH,SKU-0108,0,0
2025-04-01,WH-SOUTH,SKU-0109,0,0
2025-04-01,WH-SOUTH,SKU-0110,70,51
2025-04-01,WH-SOUTH,SKU-0111,0,0
2025-04-01,WH-SOUTH,SKU-0112,0,0
2025-04-01,WH-SOUTH,SKU-0113,0,0
2025-04-01,WH-SOUTH,SKU-0114,0,0
2025-04-01,WH-SOUTH,SKU-0115,0,0
2025-04-01,WH-SOUTH,SKU-0116,9,7
2025-04-01,WH-SOUTH,SKU-0117,0,0
2025-04-01,WH-SOUTH,SKU-0118,99,68
2025-04-01,WH-SOUTH,SKU-0119,42,36
2025-04-01,WH-SOUTH,SKU-0120,0,0
2025-05-01,WH-NORTH,SKU-0001,44,42
2025-05-01,WH-NORTH,SKU-0002,107,101
2025-05-01,WH-NORTH,SKU-0003,49,77
2025-05-01,WH-NORTH,SKU-0004,27,29
2025-05-01,WH-NORTH,SKU-0005,9,8
2025-05-01,WH-NORTH,SKU-0006,0,0
2025-05-01,WH-NORTH,SKU-0007,48,52
2025-05-01,WH-NORTH,SKU-0008,11,9
2025-05-01,WH-NORTH,SKU-0009,26,25
2025-05-01,WH-NORTH,SKU-0010,32,29
2025-05-01,WH-NORTH,SKU-0011,0,0
2025-05-01,WH-NORTH,SKU-0012,34,30
2025-05-01,WH-NORTH,SKU-0013,14,15
2025-05-01,WH-NORTH,SKU-0014,62,64
2025-05-01,WH-NORTH,SKU-0015,56,48
2025-05-01,WH-NORTH,SKU-0016,43,47
2025-05-01,WH-NORTH,SKU-0017,36,34
2025-05-01,WH-NORTH,SKU-0018,0,0
2025-05-01,WH-NORTH,SKU-0019,64,78
2025-05-01,WH-NORTH,SKU-0020,30,33
2025-05-01,WH-NORTH,SKU-0021,126,131
2025-05-01,WH-NORTH,SKU-0022,35,35
2025-05-01,WH-NORTH,SKU-0023,69,52
2025-05-01,WH-NORTH,SKU-0024,2,2
2025-05-01,WH-NORTH,SKU-0025,33,34
2025-05-01,WH-NORTH,SKU-0026,0,0
2025-05-01,WH-NORTH,SKU-0027,51,65
2025-05-01,WH-NORTH,SKU-0028,0,0
2025-05-01,WH-NORTH,SKU-0029,18,17
2025-05-01,WH-NORTH,SKU-0030,33,42
2025-05-01,WH-NORTH,SKU-0031,2,3
2025-05-01,WH-NORTH,SKU-0032,44,53
2025-05-01,WH-NORTH,SKU-0033,44,44
2025-05-01,WH-NORTH,SKU-0034,65,81
2025-05-01,WH-NORTH,SKU-0035,131,117
2025-05-01,WH-NORTH,SKU-0036,46,42
2025-05-01,WH-NORTH,SKU-0037,37,27
2025-05-01,WH-NORTH,SKU-0038,58,72
2025-05-01,WH-NORTH,SKU-0039,39,41
2025-05-01,WH-NORTH,SKU-0040,0,0
2025-05-01,WH-NORTH,SKU-0041,55,51
2025-05-01,WH-NORTH,SKU-0042,28,29
2025-05-01,WH-NORTH,SKU-0043,93,84
2025-05-01,WH-NORTH,SKU-0044,59,61
2025-05-01,WH-NORTH,SKU-0045,0,0
2025-05-01,WH-NORTH,SKU-0046,8,8
2025-05-01,WH-NORTH,SKU-0047,12,12
2025-05-01,WH-NORTH,SKU-0048,31,46
2025-05-01,WH-NORTH,SKU-0049,42,54
2025-05-01,WH-NORTH,SKU-0050,22,22
2025-05-01,WH-NORTH,SKU-0051,56,48
2025-05-01,WH-NORTH,SKU-0052,25,21
2025-05-01,WH-NORTH,SKU-0053,70,75
2025-05-01,WH-NORTH,SKU-0054,43,40
2025-05-01,WH-NORTH,SKU-0055,43,54
2025-05-01,WH-NORTH,SKU-0056,0,0
2025-05-01,WH-NORTH,SKU-0057,14,11
2025-05-01,WH-NORTH,SKU-0058,14,16
2025-05-01,WH-NORTH,SKU-0059,99,78
2025-05-01,WH-NORTH,SKU-0060,24,25
2025-05-01,WH-NORTH,SKU-0061,120,82
2025-05-01,WH-NORTH,SKU-0062,76,75
2025-05-01,WH-NORTH,SKU-0063,20,31
2025-05-01,WH-NORTH,SKU-0064,12,16
2025-05-01,WH-NORTH,SKU-0065,5,5
2025-05-01,WH-NORTH,SKU-0066,10,8
2025-05-01,WH-NORTH,SKU-0067,82,67
2025-05-01,WH-NORTH,SKU-0068,6,6
2025-05-01,WH-NORTH,SKU-0069,101,96
2025-05-01,WH-NORTH,SKU-0070,73,87
2025-05-01,WH-NORTH,SKU-0071,79,60
2025-05-01,WH-NORTH,SKU-0072,36,41
2025-05-01,WH-NORTH,SKU-0073,88,69
2025-05-01,WH-NORTH,SKU-0074,44,31
2025-05-01,WH-NORTH,SKU-0075,46,53
2025-05-01,WH-NORTH,SKU-0076,2,2
2025-05-01,WH-NORTH,SKU-0077,10,15
2025-05-01,WH-NORTH,SKU-0078,0,0
2025-05-01,WH-NORTH,SKU-0079,86,71
2025-05-01,WH-NORTH,SKU-0080,0,0
2025-05-01,WH-NORTH,SKU-0081,0,0
2025-05-01,WH-NORTH,SKU-0082,50,49
2025-05-01,WH-NORTH,SKU-0083,51,45
2025-05-01,WH-NORTH,SKU-0084,76,72
2025-05-01,WH-NORTH,SKU-0085,71,65
2025-05-01,WH-NORTH,SKU-0086,0,0
2025-05-01,WH-NORTH,SKU-0087,0,0
2025-05-01,WH-NORTH,SKU-0088,52,63
2025-05-01,WH-NORTH,SKU-0089,32,23
2025-05-01,WH-NORTH,SKU-0090,37,42
2025-05-01,WH-NORTH,SKU-0091,21,23
2025-05-01,WH-NORTH,SKU-0092,1,1
2025-05-01,WH-NORTH,SKU-0093,0,0
2025-05-01,WH-NORTH,SKU-0094,47,41
2025-05-01,WH-NORTH,SKU-0095,34,28
2025-05-01,WH-NORTH,SKU-0096,86,102
2025-05-01,WH-NORTH,SKU-0097,47,65
2025-05-01,WH-NORTH,SKU-0098,60,120
2025-05-01,WH-NORTH,SKU-0099,0,0
2025-05-01,WH-NORTH,SKU-0100,23,24
2025-05-01,WH-NORTH,SKU-0101,62,59
2025-05-01,WH-NORTH,SKU-0102,0,0
2025-05-01,WH-NORTH,SKU-0103,33,30
2025-05-01,WH-NORTH,SKU-0104,21,20
2025-05-01,WH-NORTH,SKU-0105,47,40
2025-05-01,WH-NORTH,SKU-0106,1,1
2025-05-01,WH-NORTH,SKU-0107,21,22
2025-05-01,WH-NORTH,SKU-0108,7,7
2025-05-01,WH-NORTH,SKU-0109,7,16
2025-05-01,WH-NORTH,SKU-0110,12,20
2025-05-01,WH-NORTH,SKU-0111,3,3
2025-05-01,WH-NORTH,SKU-0112,23,39
2025-05-01,WH-NORTH,SKU-0113,0,0
2025-05-01,WH-NORTH,SKU-0114,62,69
2025-05-01,WH-NORTH,SKU-0115,40,36
