shipment_id,order_id,carrier,warehouse,ship_date,delivery_date,promised_date,shipment_weight_kg,freight_cost,handling_cost,exception_cost,on_time
S001291,O001291,CarrierB,WH-SOUTH,2025-12-30,2026-01-05,2026-01-03,384.66,347.75,8.78,43.61,False
S001292,O001292,CarrierA,WH-NORTH,2025-12-18,2025-12-21,2025-12-21,706.06,601.03,15.78,0.0,True
S001293,O001293,CarrierD,WH-NORTH,2025-09-15,2025-09-20,2025-09-20,18.72,49.68,14.71,0.0,True
S001294,O001294,CarrierC,WH-CENTRAL,2025-07-09,2025-07-12,2025-07-12,349.5,221.45,4.99,0.0,True
S001295,O001295,CarrierA,WH-NORTH,2025-11-13,2025-11-16,2025-11-16,776.34,424.1,10.92,0.0,True
S001296,O001296,CarrierB,WH-NORTH,2025-12-23,2025-12-27,2025-12-22,50.11,58.26,12.04,38.47,False
S001297,O001297,CarrierB,WH-NORTH,2025-05-27,2025-05-29,2025-05-29,661.85,580.81,4.92,0.0,True
S001298,O001298,CarrierC,WH-SOUTH,2025-05-02,2025-05-05,2025-05-05,1545.37,989.18,8.7,0.0,True
S001299,O001299,CarrierA,WH-NORTH,2025-03-15,2025-03-16,2025-03-16,167.58,115.88,14.09,0.0,True
S001300,O001300,CarrierA,WH-CENTRAL,2025-04-12,2025-04-16,2025-04-16,126.66,107.38,7.41,0.0,True
S001301,O001301,CarrierB,WH-CENTRAL,2025-09-12,2025-09-15,2025-09-15,373.26,217.7,5.29,0.0,True
S001302,O001302,CarrierB,WH-CENTRAL,2025-03-18,2025-03-22,2025-03-20,330.67,266.76,12.67,48.65,False
S001303,O001303,CarrierD,WH-CENTRAL,2025-06-14,2025-06-18,2025-06-18,113.16,105.57,7.85,0.0,True
S001304,O001304,CarrierB,WH-NORTH,2025-07-05,2025-07-06,2025-07-06,178.55,155.64,8.24,0.0,True
S001305,O001305,CarrierA,WH-SOUTH,2025-04-30,2025-05-02,2025-05-01,194.78,178.96,13.4,21.09,False
S001306,O001306,CarrierC,WH-SOUTH,2025-09-27,2025-10-02,2025-09-30,168.0,136.6,6.85,8.68,False
S001307,O001307,CarrierD,WH-CENTRAL,2025-12-27,2025-12-28,2025-12-28,312.27,267.58,4.72,0.0,True
S001308,O001308,CarrierA,WH-CENTRAL,2025-02-26,2025-03-01,2025-03-02,604.26,544.3,17.35,0.0,True
S001309,O001309,CarrierC,WH-CENTRAL,2025-07-27,2025-07-28,2025-07-28,1220.74,928.72,8.83,0.0,True
S001310,O001310,CarrierB,WH-CENTRAL,2025-03-12,2025-03-19,2025-03-17,361.0,149.84,17.58,7.97,False
S001311,O001311,CarrierB,WH-NORTH,2025-06-05,2025-06-09,2025-06-09,623.01,333.96,16.03,0.0,True
S001312,O001312,CarrierD,WH-SOUTH,2025-12-07,2025-12-09,2025-12-09,38.42,50.05,17.98,0.0,True
S001313,O001313,CarrierC,WH-CENTRAL,2025-10-13,2025-10-17,2025-10-18,642.6,387.87,8.24,0.0,True
S001314,O001314,CarrierA,WH-NORTH,2025-09-27,2025-09-29,2025-09-27,48.9,36.97,6.12,17.28,False
S001315,O001315,CarrierC,WH-NORTH,2025-05-29,2025-05-31,2025-05-31,651.12,523.48,4.88,0.0,True
S001316,O001316,CarrierC,WH-CENTRAL,2025-12-25,2025-12-31,2025-12-28,110.27,90.81,5.73,7.36,False
S001317,O001317,CarrierB,WH-NORTH,2025-01-07,2025-01-09,2025-01-09,949.91,484.17,9.02,0.0,True
S001318,O001318,CarrierB,WH-SOUTH,2025-08-20,2025-08-23,2025-08-23,1214.74,664.62,16.6,0.0,True
S001319,O001319,CarrierC,WH-SOUTH,2025-07-20,2025-07-22,2025-07-22,1016.02,775.81,6.51,0.0,True
S001320,O001320,CarrierA,WH-NORTH,2025-04-15,2025-04-19,2025-04-17,1500.87,1269.89,16.41,34.88,False
S001321,O001321,CarrierB,WH-CENTRAL,2025-02-10,2025-02-14,2025-02-14,846.93,420.66,5.22,0.0,True
S001322,O001322,CarrierC,WH-NORTH,2025-02-10,2025-02-15,2025-02-14,97.7,88.24,13.82,55.31,False
S001323,O001323,CarrierA,WH-SOUTH,2025-07-24,2025-07-26,2025-07-26,445.49,219.66,4.91,0.0,True
S001324,O001324,CarrierA,WH-CENTRAL,2025-09-21,2025-09-25,2025-09-26,423.0,332.81,9.83,0.0,True
S001325,O001325,CarrierD,WH-NORTH,2025-01-26,2025-01-30,2025-01-30,46.9,65.36,17.54,0.0,True
S001326,O001326,CarrierD,WH-SOUTH,2025-06-08,2025-06-11,2025-06-11,650.21,369.36,16.91,0.0,True
S001327,O001327,CarrierC,WH-SOUTH,2025-10-01,2025-10-04,2025-10-04,454.94,403.7,16.92,0.0,True
S001328,O001328,CarrierD,WH-NORTH,2025-12-29,2026-01-04,2026-01-03,68.61,74.24,12.64,29.58,False
S001329,O001329,CarrierB,WH-CENTRAL,2025-10-05,2025-10-10,2025-10-10,287.85,179.92,10.29,0.0,True
S001330,O001330,CarrierA,WH-NORTH,2025-07-22,2025-07-22,2025-07-21,758.15,296.19,16.52,55.8,False
S001331,O001331,CarrierB,WH-CENTRAL,2025-04-16,2025-04-16,2025-04-16,577.24,409.57,8.33,0.0,True
S001332,O001332,CarrierA,WH-NORTH,2025-04-25,2025-04-28,2025-04-28,864.78,526.08,11.02,0.0,True
S001333,O001333,CarrierD,WH-CENTRAL,2025-11-23,2025-11-27,2025-11-27,485.7,233.89,9.83,0.0,True
S001334,O001334,CarrierB,WH-CENTRAL,2025-08-27,2025-08-31,2025-08-31,737.32,294.09,4.24,0.0,True
S001335,O001335,CarrierC,WH-SOUTH,2025-08-09,2025-08-11,2025-08-11,71.16,69.73,14.97,0.0,True
S001336,O001336,CarrierC,WH-CENTRAL,2025-03-27,2025-03-28,2025-03-28,226.87,168.62,13.33,0.0,True
S001337,O001337,CarrierA,WH-NORTH,2025-07-11,2025-07-16,2025-07-16,666.66,511.31,14.57,0.0,True
S001338,O001338,CarrierA,WH-SOUTH,2025-10-04,2025-10-05,2025-10-05,147.01,96.08,7.73,0.0,True
S001339,O001339,CarrierB,WH-CENTRAL,2025-11-30,2025-12-04,2025-12-04,808.71,686.87,12.42,0.0,True
S001340,O001340,CarrierC,WH-CENTRAL,2025-05-13,2025-05-19,2025-05-19,350.14,220.52,16.13,0.0,True
S001341,O001341,CarrierA,WH-CENTRAL,2025-07-04,2025-07-06,2025-07-06,559.01,474.5,9.18,0.0,True
S001342,O001342,CarrierA,WH-NORTH,2025-06-20,2025-06-24,2025-06-24,570.66,281.34,4.67,0.0,True
S001343,O001343,CarrierB,WH-CENTRAL,2025-04-12,2025-04-12,2025-04-12,416.91,227.28,5.41,0.0,True
S001344,O001344,CarrierB,WH-NORTH,2025-12-06,2025-12-11,2025-12-11,1264.92,815.5,13.39,0.0,True
S001345,O001345,CarrierC,WH-NORTH,2025-04-09,2025-04-09,2025-04-09,44.82,59.17,4.68,0.0,True
S001346,O001346,CarrierA,WH-CENTRAL,2025-01-30,2025-02-04,2025-02-04,255.5,154.34,8.14,0.0,True
S001347,O001347,CarrierB,WH-CENTRAL,2025-09-19,2025-09-24,2025-09-24,2.96,34.83,5.75,0.0,True
S001348,O001348,CarrierC,WH-NORTH,2025-08-10,2025-08-15,2025-08-15,838.6,683.14,10.55,0.0,True
S001349,O001349,CarrierD,WH-CENTRAL,2025-10-16,2025-10-25,2025-10-20,178.44,101.87,5.87,56.37,False
S001350,O001350,CarrierB,WH-NORTH,2025-10-11,2025-10-17,2025-10-14,0.0,47.33,16.33,26.42,False
S001351,O001351,CarrierB,WH-CENTRAL,2025-07-24,2025-07-24,2025-07-24,323.68,278.55,5.93,0.0,True
S001352,O001352,CarrierC,WH-SOUTH,2025-03-05,2025-03-11,2025-03-10,149.68,134.33,11.15,19.02,False
S001353,O001353,CarrierB,WH-CENTRAL,2025-08-20,2025-08-20,2025-08-20,574.64,283.27,4.76,0.0,True
S001354,O001354,CarrierC,WH-CENTRAL,2025-11-13,2025-11-15,2025-11-15,313.08,284.18,11.28,0.0,True
S001355,O001355,CarrierA,WH-CENTRAL,2025-08-27,2025-09-02,2025-08-28,779.54,504.63,17.09,52.83,False
S001356,O001356,CarrierB,WH-CENTRAL,2025-11-17,2025-11-23,2025-11-23,881.26,346.96,7.56,0.0,True
S001357,O001357,CarrierC,WH-SOUTH,2025-11-22,2025-11-24,2025-11-23,71.16,55.01,6.92,21.63,False
S001358,O001358,CarrierA,WH-NORTH,2025-05-28,2025-06-02,2025-05-30,1322.63,1060.2,15.63,38.78,False
S001359,O001359,CarrierB,WH-NORTH,2025-03-17,2025-03-21,2025-03-21,103.63,77.4,5.5,0.0,True
S001360,O001360,CarrierC,WH-SOUTH,2025-08-05,2025-08-10,2025-08-08,725.71,419.16,15.29,13.26,False
S001361,O001361,CarrierA,WH-SOUTH,2025-06-24,2025-06-24,2025-06-23,16.38,23.04,12.11,38.2,False
S001362,O001362,CarrierB,WH-CENTRAL,2025-02-07,2025-02-10,2025-02-09,966.52,425.52,13.13,33.71,False
S001363,O001363,CarrierA,WH-SOUTH,2025-02-18,2025-02-24,2025-02-22,38.0,48.74,15.55,53.25,False
S001364,O001364,CarrierD,WH-SOUTH,2025-05-31,2025-06-03,2025-06-03,984.0,641.25,12.42,0.0,True
S001365,O001365,CarrierD,WH-SOUTH,2025-04-14,2025-04-14,2025-04-14,526.06,408.78,8.13,0.0,True
S001366,O001366,CarrierB,WH-SOUTH,2025-08-29,2025-09-04,2025-09-01,279.62,204.79,9.53,35.1,False
S001367,O001367,CarrierD,WH-SOUTH,2025-02-24,2025-02-25,2025-02-25,547.14,461.6,9.91,0.0,True
S001368,O001368,CarrierC,WH-CENTRAL,2025-04-16,2025-04-17,2025-04-17,0.0,23.21,16.08,0.0,True
S001369,O001369,CarrierA,WH-SOUTH,2025-10-10,2025-10-14,2025-10-12,536.96,407.07,12.37,58.81,False
S001370,O001370,CarrierB,WH-NORTH,2025-10-05,2025-10-05,2025-10-05,75.32,41.95,16.88,0.0,True
S001371,O001371,CarrierC,WH-CENTRAL,2025-04-15,2025-04-17,2025-04-15,299.48,199.42,13.1,59.24,False
S001372,O001372,CarrierB,WH-SOUTH,2025-11-21,2025-11-26,2025-11-24,359.43,218.41,11.38,53.44,False
S001373,O001373,CarrierD,WH-SOUTH,2025-11-18,2025-11-21,2025-11-19,420.32,347.77,9.64,45.12,False
S001374,O001374,CarrierC,WH-CENTRAL,2025-03-04,2025-03-09,2025-03-07,1926.89,1495.57,7.16,29.07,False
S001375,O001375,CarrierB,WH-NORTH,2025-04-06,2025-04-07,2025-04-07,632.98,414.26,9.51,0.0,True
S001376,O001376,CarrierC,WH-CENTRAL,2025-05-28,2025-05-30,2025-05-30,4.27,36.99,14.25,0.0,True
S001377,O001377,CarrierC,WH-SOUTH,2025-11-01,2025-11-04,2025-11-04,590.99,413.27,12.3,0.0,True
S001378,O001378,CarrierD,WH-CENTRAL,2025-03-17,2025-03-20,2025-03-20,1351.12,596.49,17.73,0.0,True
S001379,O001379,CarrierB,WH-NORTH,2025-01-07,2025-01-14,2025-01-12,720.74,498.63,9.31,13.18,False
S001380,O001380,CarrierD,WH-CENTRAL,2025-03-22,2025-03-28,2025-03-25,1844.38,1038.58,16.71,7.51,False
S001381,O001381,CarrierD,WH-CENTRAL,2025-04-10,2025-04-10,2025-04-09,781.5,630.49,11.05,57.24,False
S001382,O001382,CarrierA,WH-CENTRAL,2025-04-06,2025-04-11,2025-04-11,1261.04,1033.19,16.06,0.0,True
S001383,O001383,CarrierB,WH-SOUTH,2025-05-15,2025-05-20,2025-05-19,1569.37,1270.33,9.59,36.54,False
S001384,O001384,CarrierC,WH-SOUTH,2025-07-31,2025-08-02,2025-08-02,559.92,464.28,16.73,0.0,True
S001385,O001385,CarrierC,WH-SOUTH,2025-06-03,2025-06-03,2025-06-03,597.19,382.58,17.47,0.0,True
S001386,O001386,CarrierB,WH-NORTH,2025-02-14,2025-02-15,2025-02-15,556.08,310.01,10.41,0.0,True
S001387,O001387,CarrierA,WH-SOUTH,2025-02-27,2025-03-02,2025-03-02,412.88,214.8,9.75,0.0,True
S001388,O001388,CarrierA,WH-CENTRAL,2025-07-03,2025-07-04,2025-07-04,652.34,467.89,13.7,0.0,True
S001389,O001389,CarrierA,WH-SOUTH,2025-04-26,2025-05-01,2025-05-01,570.15,356.67,8.08,0.0,True
S001390,O001390,CarrierD,WH-CENTRAL,2025-07-20,2025-07-20,2025-07-20,397.13,282.42,7.21,0.0,True
S001391,O001391,CarrierA,WH-SOUTH,2025-11-27,2025-11-30,2025-11-30,432.27,272.7,15.84,0.0,True
S001392,O001392,CarrierD,WH-CENTRAL,2025-06-05,2025-06-13,2025-06-11,658.81,301.34,10.32,27.65,False
S001393,O001393,CarrierB,WH-CENTRAL,2025-01-25,2025-01-27,2025-01-27,545.65,292.47,15.82,0.0,True
S001394,O001394,CarrierB,WH-NORTH,2025-02-22,2025-02-24,2025-02-24,681.84,390.22,6.39,0.0,True
S001395,O001395,CarrierD,WH-NORTH,2025-07-10,2025-07-12,2025-07-12,1606.28,1253.5,7.52,0.0,True
S001396,O001396,CarrierD,WH-CENTRAL,2025-08-30,2025-09-01,2025-09-01,365.47,245.39,7.67,0.0,True
S001397,O001397,CarrierA,WH-SOUTH,2025-02-16,2025-02-19,2025-02-19,776.55,648.03,15.85,0.0,True
S001398,O001398,CarrierC,WH-SOUTH,2025-04-25,2025-05-01,2025-04-28,465.76,302.93,13.9,13.3,False
S001399,O001399,CarrierB,WH-SOUTH,2025-07-24,2025-07-26,2025-07-26,111.54,101.11,7.31,0.0,True
S001400,O001400,CarrierA,WH-NORTH,2025-12-10,2025-12-14,2025-12-12,1155.55,939.57,7.71,12.37,False
S001401,O001401,CarrierD,WH-SOUTH,2025-04-06,2025-04-08,2025-04-08,665.35,265.4,7.31,0.0,True
S001402,O001402,CarrierA,WH-CENTRAL,2025-02-05,2025-02-05,2025-02-05,577.28,299.27,8.13,0.0,True
S001403,O001403,CarrierD,WH-CENTRAL,2025-02-24,2025-03-01,2025-03-01,1187.67,813.04,9.66,0.0,True
S001404,O001404,CarrierA,WH-SOUTH,2025-10-18,2025-10-21,2025-10-21,766.43,649.8,17.67,0.0,True
S001405,O001405,CarrierA,WH-CENTRAL,2025-07-19,2025-07-21,2025-07-19,11.84,28.51,9.64,53.1,False
S001406,O001406,CarrierA,WH-CENTRAL,2025-09-19,2025-09-21,2025-09-21,182.8,79.46,7.74,0.0,True
S001407,O001407,CarrierD,WH-SOUTH,2025-05-11,2025-05-13,2025-05-13,579.22,451.56,5.36,0.0,True
S001408,O001408,CarrierC,WH-CENTRAL,2025-10-10,2025-10-13,2025-10-13,494.86,231.86,5.38,0.0,True
S001409,O001409,CarrierA,WH-NORTH,2025-03-16,2025-03-23,2025-03-20,863.56,735.9,12.02,58.51,False
S001410,O001410,CarrierC,WH-CENTRAL,2025-04-07,2025-04-08,2025-04-08,614.66,530.04,11.15,0.0,True
S001411,O001411,CarrierD,WH-CENTRAL,2025-10-06,2025-10-09,2025-10-08,782.58,293.65,10.04,41.49,False
S001412,O001412,CarrierA,WH-CENTRAL,2025-08-26,2025-08-28,2025-08-28,305.79,126.4,11.84,0.0,True
S001413,O001413,CarrierA,WH-SOUTH,2025-08-18,2025-08-19,2025-08-19,99.8,107.54,7.67,0.0,True
S001414,O001414,CarrierC,WH-SOUTH,2025-07-01,2025-07-03,2025-07-03,24.96,26.14,15.36,0.0,True
S001415,O001415,CarrierB,WH-NORTH,2025-07-22,2025-07-25,2025-07-25,711.82,487.29,7.16,0.0,True
S001416,O001416,CarrierB,WH-NORTH,2025-04-18,2025-04-23,2025-04-23,489.32,370.74,12.04,0.0,True
S001417,O001417,CarrierD,WH-NORTH,2025-12-28,2025-12-29,2025-12-29,1140.37,585.76,5.12,0.0,True
S001418,O001418,CarrierC,WH-NORTH,2025-02-24,2025-03-05,2025-02-28,152.64,113.94,4.84,41.2,False
S001419,O001419,CarrierC,WH-CENTRAL,2025-04-02,2025-04-07,2025-04-07,1038.0,556.81,9.68,0.0,True
S001420,O001420,CarrierA,WH-CENTRAL,2025-08-03,2025-08-05,2025-08-04,834.99,515.9,10.97,54.54,False
S001421,O001421,CarrierA,WH-NORTH,2025-01-10,2025-01-14,2025-01-13,171.95,156.47,13.19,39.48,False
S001422,O001422,CarrierD,WH-SOUTH,2025-04-10,2025-04-16,2025-04-13,91.46,88.89,7.55,14.84,False
S001423,O001423,CarrierA,WH-NORTH,2025-09-18,2025-09-25,2025-09-25,1331.01,1096.14,6.64,0.0,True
S001424,O001424,CarrierC,WH-NORTH,2025-03-04,2025-03-09,2025-03-09,613.24,434.55,10.69,0.0,True
S001425,O001425,CarrierC,WH-NORTH,2025-03-06,2025-03-09,2025-03-09,1168.69,815.96,16.98,0.0,True
S001426,O001426,CarrierB,WH-CENTRAL,2025-12-30,2026-01-03,2026-01-03,984.0,489.64,4.93,0.0,True
S001427,O001427,CarrierB,WH-CENTRAL,2025-12-31,2026-01-05,2026-01-02,106.8,107.7,13.7,58.76,False
S001428,O001428,CarrierC,WH-SOUTH,2025-08-31,2025-09-01,2025-09-01,105.52,53.7,14.42,0.0,True
S001429,O001429,CarrierA,WH-SOUTH,2025-04-21,2025-04-24,2025-04-22,139.72,114.85,8.82,47.97,False
S001430,O001430,CarrierD,WH-CENTRAL,2025-07-16,2025-07-19,2025-07-17,217.57,142.21,5.23,53.5,False
S001431,O001431,CarrierA,WH-NORTH,2025-11-26,2025-11-29,2025-11-29,541.26,361.55,12.98,0.0,True
S001432,O001432,CarrierD,WH-CENTRAL,2025-10-19,2025-10-24,2025-10-22,47.44,60.26,12.19,46.0,False
S001433,O001433,CarrierB,WH-CENTRAL,2025-02-19,2025-02-23,2025-02-23,709.01,470.62,12.19,0.0,True
S001434,O001434,CarrierC,WH-NORTH,2025-12-30,2025-12-30,2025-12-30,367.36,196.48,9.24,0.0,True
S001435,O001435,CarrierD,WH-CENTRAL,2025-11-29,2025-12-02,2025-12-01,1699.68,748.73,4.36,29.72,False
S001436,O001436,CarrierA,WH-SOUTH,2025-12-27,2026-01-02,2026-01-01,719.64,364.29,12.74,17.47,False
S001437,O001437,CarrierA,WH-CENTRAL,2025-05-16,2025-05-19,2025-05-19,921.85,452.77,4.19,0.0,True
S001438,O001438,CarrierD,WH-SOUTH,2025-10-31,2025-11-02,2025-11-02,1638.91,943.27,8.4,0.0,True
S001439,O001439,CarrierC,WH-CENTRAL,2025-06-13,2025-06-16,2025-06-16,428.41,378.22,13.77,0.0,True
S001440,O001440,CarrierA,WH-SOUTH,2025-09-15,2025-09-15,2025-09-15,512.22,244.36,12.64,0.0,True
S001441,O001441,CarrierA,WH-NORTH,2025-03-28,2025-03-29,2025-03-29,1163.5,646.77,15.85,0.0,True
S001442,O001442,CarrierD,WH-CENTRAL,2025-02-01,2025-02-03,2025-02-03,461.0,401.43,8.32,0.0,True
S001443,O001443,CarrierA,WH-NORTH,2025-10-25,2025-10-29,2025-10-28,561.74,492.46,8.99,17.84,False
S001444,O001444,CarrierC,WH-NORTH,2025-07-03,2025-07-07,2025-07-07,453.94,257.09,8.41,0.0,True
S001445,O001445,CarrierA,WH-CENTRAL,2025-05-21,2025-05-29,2025-05-27,1150.39,803.77,7.09,20.17,False
S001446,O001446,CarrierC,WH-NORTH,2025-01-02,2025-01-05,2025-01-05,589.78,441.26,11.54,0.0,True
S001447,O001447,CarrierA,WH-CENTRAL,2025-01-16,2025-01-19,2025-01-19,552.27,222.92,12.45,0.0,True
S001448,O001448,CarrierB,WH-CENTRAL,2025-09-03,2025-09-08,2025-09-08,1470.88,645.15,15.52,0.0,True
S001449,O001449,CarrierC,WH-SOUTH,2025-05-08,2025-05-10,2025-05-10,771.38,629.45,9.75,0.0,True
S001450,O001450,CarrierA,WH-CENTRAL,2025-03-10,2025-03-15,2025-03-15,135.76,64.18,17.15,0.0,True
S001451,O001451,CarrierA,WH-SOUTH,2025-12-21,2025-12-27,2025-12-27,484.33,388.88,8.84,0.0,True
S001452,O001452,CarrierB,WH-CENTRAL,2025-12-30,2026-01-01,2026-01-01,1201.2,983.44,14.52,0.0,True
S001453,O001453,CarrierB,WH-CENTRAL,2025-04-28,2025-05-02,2025-05-01,179.68,110.64,11.18,45.94,False
S001454,O001454,CarrierA,WH-NORTH,2025-12-16,2025-12-21,2025-12-16,191.24,116.12,11.93,28.06,False
S001455,O001455,CarrierB,WH-CENTRAL,2025-05-16,2025-05-22,2025-05-20,539.25,425.83,9.75,56.08,False
S001456,O001456,CarrierA,WH-NORTH,2025-07-31,2025-08-07,2025-08-07,340.6,287.03,6.05,0.0,True
S001457,O001457,CarrierC,WH-CENTRAL,2025-02-14,2025-02-17,2025-02-17,728.38,279.09,11.82,0.0,True
S001458,O001458,CarrierA,WH-CENTRAL,2025-04-02,2025-04-04,2025-04-04,1676.94,758.11,9.7,0.0,True
S001459,O001459,CarrierD,WH-SOUTH,2025-10-18,2025-10-19,2025-10-19,251.41,214.26,8.68,0.0,True
S001460,O001460,CarrierA,WH-NORTH,2025-06-02,2025-06-04,2025-06-04,1163.67,968.54,17.21,0.0,True
S001461,O001461,CarrierB,WH-SOUTH,2025-05-02,2025-05-03,2025-05-03,156.33,133.86,13.05,0.0,True
S001462,O001462,CarrierC,WH-CENTRAL,2025-08-25,2025-08-28,2025-08-28,903.62,607.94,8.66,0.0,True
S001463,O001463,CarrierC,WH-NORTH,2025-01-16,2025-01-21,2025-01-19,77.14,71.33,7.13,5.75,False
S001464,O001464,CarrierA,WH-NORTH,2025-07-16,2025-07-17,2025-07-17,930.7,481.28,9.61,0.0,True
S001465,O001465,CarrierB,WH-CENTRAL,2025-06-24,2025-06-24,2025-06-23,634.13,508.3,6.52,57.93,False
S001466,O001466,CarrierA,WH-NORTH,2025-05-18,2025-05-25,2025-05-24,583.54,431.13,8.86,30.23,False
S001467,O001467,CarrierA,WH-CENTRAL,2025-01-22,2025-01-27,2025-01-26,629.46,290.97,8.98,38.5,False
S001468,O001468,CarrierA,WH-SOUTH,2025-05-20,2025-05-23,2025-05-23,57.99,57.47,6.54,0.0,True
S001469,O001469,CarrierA,WH-NORTH,2025-05-31,2025-06-05,2025-06-03,652.83,352.43,15.89,6.51,False
S001470,O001470,CarrierA,WH-NORTH,2025-09-01,2025-09-05,2025-09-03,821.43,342.32,8.18,16.9,False
S001471,O001471,CarrierC,WH-SOUTH,2025-05-21,2025-05-23,2025-05-23,250.79,184.17,14.16,0.0,True
S001472,O001472,CarrierA,WH-NORTH,2025-05-15,2025-05-18,2025-05-18,529.3,406.79,5.56,0.0,True
S001473,O001473,CarrierB,WH-SOUTH,2025-07-28,2025-08-02,2025-07-31,1918.9,1502.49,5.86,30.95,False
S001474,O001474,CarrierA,WH-CENTRAL,2025-02-20,2025-02-24,2025-02-22,618.12,460.66,14.94,38.85,False
S001475,O001475,CarrierB,WH-NORTH,2025-05-22,2025-05-25,2025-05-25,409.32,238.37,12.57,0.0,True
S001476,O001476,CarrierA,WH-NORTH,2025-06-30,2025-07-02,2025-07-03,578.1,400.12,16.6,0.0,True
S001477,O001477,CarrierB,WH-SOUTH,2025-04-16,2025-04-20,2025-04-20,918.87,598.2,4.63,0.0,True
S001478,O001478,CarrierC,WH-CENTRAL,2025-06-16,2025-06-21,2025-06-21,50.61,56.76,10.04,0.0,True
S001479,O001479,CarrierD,WH-NORTH,2025-09-15,2025-09-15,2025-09-14,631.52,356.36,9.35,12.3,False
S001480,O001480,CarrierB,WH-CENTRAL,2025-02-20,2025-02-24,2025-02-24,88.66,50.86,7.36,0.0,True
S001481,O001481,CarrierC,WH-NORTH,2025-02-16,2025-02-20,2025-02-20,1618.26,761.98,7.03,0.0,True
S001482,O001482,CarrierA,WH-NORTH,2025-06-28,2025-07-02,2025-07-02,193.16,164.55,5.11,0.0,True
S001483,O001483,CarrierD,WH-NORTH,2025-09-08,2025-09-10,2025-09-10,1114.86,748.12,16.58,0.0,True
S001484,O001484,CarrierA,WH-CENTRAL,2025-02-01,2025-02-01,2025-02-01,695.93,309.28,4.77,0.0,True
S001485,O001485,CarrierA,WH-SOUTH,2025-05-13,2025-05-17,2025-05-15,827.35,621.27,5.07,23.3,False
S001486,O001486,CarrierB,WH-SOUTH,2025-11-30,2025-12-03,2025-12-01,173.03,117.52,5.96,52.41,False
S001487,O001487,CarrierD,WH-CENTRAL,2025-07-07,2025-07-09,2025-07-09,389.2,311.6,13.38,0.0,True
S001488,O001488,CarrierB,WH-NORTH,2025-02-01,2025-02-04,2025-02-04,691.2,603.26,9.85,0.0,True
S001489,O001489,CarrierA,WH-NORTH,2025-10-23,2025-10-28,2025-10-28,94.16,78.47,9.52,0.0,True
S001490,O001490,CarrierD,WH-CENTRAL,2025-03-23,2025-03-26,2025-03-25,27.65,55.36,16.14,17.6,False
S001491,O001491,CarrierA,WH-NORTH,2025-12-04,2025-12-08,2025-12-08,1200.21,479.38,5.56,0.0,True
S001492,O001492,CarrierB,WH-CENTRAL,2025-05-30,2025-06-05,2025-06-03,579.67,455.0,14.54,20.42,False
S001493,O001493,CarrierD,WH-CENTRAL,2025-12-19,2025-12-21,2025-12-21,77.75,56.71,16.28,0.0,True
S001494,O001494,CarrierD,WH-NORTH,2025-12-24,2025-12-28,2025-12-28,779.34,460.17,13.19,0.0,True
S001495,O001495,CarrierB,WH-NORTH,2025-02-27,2025-03-01,2025-02-28,39.6,59.25,7.27,59.7,False
S001496,O001496,CarrierA,WH-CENTRAL,2025-11-05,2025-11-10,2025-11-10,477.04,329.48,14.13,0.0,True
S001497,O001497,CarrierA,WH-NORTH,2025-05-24,2025-06-02,2025-05-28,165.6,155.59,5.8,59.55,False
S001498,O001498,CarrierC,WH-CENTRAL,2025-04-01,2025-04-06,2025-04-06,1815.41,1057.16,5.4,0.0,True
S001499,O001499,CarrierD,WH-CENTRAL,2025-01-03,2025-01-06,2025-01-06,116.51,87.06,8.5,0.0,True
S001500,O001500,CarrierB,WH-NORTH,2025-02-14,2025-02-15,2025-02-15,587.11,320.82,8.24,0.0,True
S001501,O001501,CarrierC,WH-CENTRAL,2025-05-31,2025-06-02,2025-06-03,19.2,44.49,4.45,0.0,True
S001502,O001502,CarrierA,WH-NORTH,2025-04-26,2025-04-30,2025-04-30,813.44,335.55,14.45,0.0,True
S001503,O001503,CarrierA,WH-NORTH,2025-03-21,2025-03-24,2025-03-24,483.54,274.44,17.86,0.0,True
S001504,O001504,CarrierD,WH-SOUTH,2025-09-17,2025-09-21,2025-09-19,386.1,223.71,6.59,11.42,False
S001505,O001505,CarrierA,WH-NORTH,2025-08-04,2025-08-07,2025-08-07,1020.07,727.03,14.38,0.0,True
S001506,O001506,CarrierC,WH-CENTRAL,2025-10-28,2025-11-04,2025-11-02,936.89,527.43,16.3,10.62,False
S001507,O001507,CarrierC,WH-CENTRAL,2025-05-20,2025-05-21,2025-05-21,275.08,219.79,14.38,0.0,True
S001508,O001508,CarrierA,WH-CENTRAL,2025-03-31,2025-04-02,2025-04-02,188.08,142.47,7.83,0.0,True
S001509,O001509,CarrierA,WH-CENTRAL,2025-07-28,2025-07-31,2025-07-31,338.14,291.41,17.02,0.0,True
S001510,O001510,CarrierB,WH-NORTH,2025-05-07,2025-05-09,2025-05-07,155.18,124.48,6.46,23.85,False
S001511,O001511,CarrierC,WH-SOUTH,2025-05-06,2025-05-11,2025-05-10,407.15,321.98,5.91,54.53,False
S001512,O001512,CarrierA,WH-NORTH,2025-03-30,2025-04-02,2025-04-02,1144.75,622.66,7.32,0.0,True
S001513,O001513,CarrierD,WH-NORTH,2025-04-21,2025-04-29,2025-04-26,1073.33,525.51,9.05,26.34,False
