snapshot_date,warehouse,sku,on_hand_units,average_daily_demand,inventory_value
2025-06-01,WH-SOUTH,SKU-0120,22,1.3667,1582.32
2025-07-01,WH-NORTH,SKU-0001,5,0.8387,661.9
2025-07-01,WH-NORTH,SKU-0002,14,1.4194,1123.66
2025-07-01,WH-NORTH,SKU-0003,16,2.7419,2611.58
2025-07-01,WH-NORTH,SKU-0004,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0005,17,0.0,3466.42
2025-07-01,WH-NORTH,SKU-0006,50,2.9355,6442.7
2025-07-01,WH-NORTH,SKU-0007,30,1.0645,6607.1
2025-07-01,WH-NORTH,SKU-0008,43,3.7742,263.93
2025-07-01,WH-NORTH,SKU-0009,13,0.6129,948.52
2025-07-01,WH-NORTH,SKU-0010,27,1.2258,326.85
2025-07-01,WH-NORTH,SKU-0011,27,2.0968,4440.89
2025-07-01,WH-NORTH,SKU-0012,17,1.5484,822.71
2025-07-01,WH-NORTH,SKU-0013,1,0.0645,80.0
2025-07-01,WH-NORTH,SKU-0014,37,3.7419,7585.06
2025-07-01,WH-NORTH,SKU-0015,55,2.2258,5443.49
2025-07-01,WH-NORTH,SKU-0016,28,1.0968,5041.96
2025-07-01,WH-NORTH,SKU-0017,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0018,0,0.129,0.0
2025-07-01,WH-NORTH,SKU-0019,13,2.4839,1680.54
2025-07-01,WH-NORTH,SKU-0020,5,0.1935,1162.12
2025-07-01,WH-NORTH,SKU-0021,30,1.0645,6556.61
2025-07-01,WH-NORTH,SKU-0022,85,3.3226,14260.15
2025-07-01,WH-NORTH,SKU-0023,33,1.4194,6046.49
2025-07-01,WH-NORTH,SKU-0024,36,2.7419,8028.7
2025-07-01,WH-NORTH,SKU-0025,31,1.4839,2059.81
2025-07-01,WH-NORTH,SKU-0026,44,1.6129,9949.59
2025-07-01,WH-NORTH,SKU-0027,11,1.0968,293.73
2025-07-01,WH-NORTH,SKU-0028,25,2.0645,3966.32
2025-07-01,WH-NORTH,SKU-0029,14,1.5806,2538.84
2025-07-01,WH-NORTH,SKU-0030,0,0.3548,0.0
2025-07-01,WH-NORTH,SKU-0031,48,2.6452,11273.06
2025-07-01,WH-NORTH,SKU-0032,21,1.0645,3686.76
2025-07-01,WH-NORTH,SKU-0033,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0034,0,0.4839,0.0
2025-07-01,WH-NORTH,SKU-0035,7,0.0,1154.08
2025-07-01,WH-NORTH,SKU-0036,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0037,9,0.6452,322.99
2025-07-01,WH-NORTH,SKU-0038,29,1.7742,2266.34
2025-07-01,WH-NORTH,SKU-0039,18,1.2903,473.81
2025-07-01,WH-NORTH,SKU-0040,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0041,25,1.1613,286.0
2025-07-01,WH-NORTH,SKU-0042,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0043,42,2.1613,7216.21
2025-07-01,WH-NORTH,SKU-0044,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0045,25,1.9032,5637.64
2025-07-01,WH-NORTH,SKU-0046,1,0.0,79.4
2025-07-01,WH-NORTH,SKU-0047,3,0.0,580.68
2025-07-01,WH-NORTH,SKU-0048,0,0.4194,0.0
2025-07-01,WH-NORTH,SKU-0049,45,2.5161,5346.25
2025-07-01,WH-NORTH,SKU-0050,1,0.0,152.75
2025-07-01,WH-NORTH,SKU-0051,10,0.6129,1475.32
2025-07-01,WH-NORTH,SKU-0052,19,1.2581,224.15
2025-07-01,WH-NORTH,SKU-0053,16,1.6129,3900.6
2025-07-01,WH-NORTH,SKU-0054,4,0.0,900.94
2025-07-01,WH-NORTH,SKU-0055,47,2.4194,2152.79
2025-07-01,WH-NORTH,SKU-0056,22,1.6452,3251.88
2025-07-01,WH-NORTH,SKU-0057,44,1.6129,2916.1
2025-07-01,WH-NORTH,SKU-0058,14,0.0,2446.6
2025-07-01,WH-NORTH,SKU-0059,17,1.5161,4069.68
2025-07-01,WH-NORTH,SKU-0060,19,1.0,710.81
2025-07-01,WH-NORTH,SKU-0061,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0062,19,1.7097,601.19
2025-07-01,WH-NORTH,SKU-0063,17,1.4516,1278.71
2025-07-01,WH-NORTH,SKU-0064,26,1.2903,6213.21
2025-07-01,WH-NORTH,SKU-0065,16,1.1613,1447.07
2025-07-01,WH-NORTH,SKU-0066,2,0.0,182.44
2025-07-01,WH-NORTH,SKU-0067,0,0.0968,0.0
2025-07-01,WH-NORTH,SKU-0068,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0069,9,0.5161,339.57
2025-07-01,WH-NORTH,SKU-0070,0,0.4516,0.0
2025-07-01,WH-NORTH,SKU-0071,24,1.5161,2182.36
2025-07-01,WH-NORTH,SKU-0072,4,1.3226,67.14
2025-07-01,WH-NORTH,SKU-0073,22,1.3226,789.4
2025-07-01,WH-NORTH,SKU-0074,28,1.6129,2203.43
2025-07-01,WH-NORTH,SKU-0075,22,1.6129,5391.28
2025-07-01,WH-NORTH,SKU-0076,2,0.0,377.49
2025-07-01,WH-NORTH,SKU-0077,16,0.3226,712.89
2025-07-01,WH-NORTH,SKU-0078,30,1.4194,6797.51
2025-07-01,WH-NORTH,SKU-0079,37,1.5806,4537.85
2025-07-01,WH-NORTH,SKU-0080,14,0.5484,1695.85
2025-07-01,WH-NORTH,SKU-0081,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0082,15,1.129,1540.28
2025-07-01,WH-NORTH,SKU-0083,35,1.7742,2856.32
2025-07-01,WH-NORTH,SKU-0084,27,2.2903,4602.31
2025-07-01,WH-NORTH,SKU-0085,70,2.9032,16822.19
2025-07-01,WH-NORTH,SKU-0086,16,0.129,1025.82
2025-07-01,WH-NORTH,SKU-0087,74,3.4194,3848.59
2025-07-01,WH-NORTH,SKU-0088,16,1.7742,1717.76
2025-07-01,WH-NORTH,SKU-0089,26,1.1613,3368.22
2025-07-01,WH-NORTH,SKU-0090,4,0.8387,719.58
2025-07-01,WH-NORTH,SKU-0091,0,0.3548,0.0
2025-07-01,WH-NORTH,SKU-0092,19,0.5161,1721.43
2025-07-01,WH-NORTH,SKU-0093,40,1.7419,6367.46
2025-07-01,WH-NORTH,SKU-0094,6,0.2903,216.55
2025-07-01,WH-NORTH,SKU-0095,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0096,18,2.3548,211.76
2025-07-01,WH-NORTH,SKU-0097,27,1.8065,3596.97
2025-07-01,WH-NORTH,SKU-0098,24,2.0,3384.48
2025-07-01,WH-NORTH,SKU-0099,14,2.0645,2702.16
2025-07-01,WH-NORTH,SKU-0100,8,0.0,413.78
2025-07-01,WH-NORTH,SKU-0101,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0102,1,0.4194,65.49
2025-07-01,WH-NORTH,SKU-0103,20,1.8065,4083.97
2025-07-01,WH-NORTH,SKU-0104,3,0.0,232.04
2025-07-01,WH-NORTH,SKU-0105,77,3.4194,17498.17
2025-07-01,WH-NORTH,SKU-0106,16,0.6129,2715.59
2025-07-01,WH-NORTH,SKU-0107,9,0.2903,830.51
2025-07-01,WH-NORTH,SKU-0108,9,2.4839,1239.53
2025-07-01,WH-NORTH,SKU-0109,2,0.0,304.0
2025-07-01,WH-NORTH,SKU-0110,24,1.2258,2186.45
2025-07-01,WH-NORTH,SKU-0111,21,2.3871,4096.09
2025-07-01,WH-NORTH,SKU-0112,32,1.1935,4715.92
2025-07-01,WH-NORTH,SKU-0113,11,0.7419,1228.76
2025-07-01,WH-NORTH,SKU-0114,4,0.0,443.26
2025-07-01,WH-NORTH,SKU-0115,4,0.7097,686.09
2025-07-01,WH-NORTH,SKU-0116,0,0.0,0.0
2025-07-01,WH-NORTH,SKU-0117,4,0.0,921.43
2025-07-01,WH-NORTH,SKU-0118,2,0.0,199.89
2025-07-01,WH-NORTH,SKU-0119,8,0.5161,1024.63
2025-07-01,WH-NORTH,SKU-0120,2,0.0,143.85
2025-07-01,WH-CENTRAL,SKU-0001,0,1.0323,0.0
2025-07-01,WH-CENTRAL,SKU-0002,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0003,107,4.2258,17464.91
2025-07-01,WH-CENTRAL,SKU-0004,7,0.2258,917.69
2025-07-01,WH-CENTRAL,SKU-0005,33,2.5161,6728.93
2025-07-01,WH-CENTRAL,SKU-0006,39,1.8387,5025.31
2025-07-01,WH-CENTRAL,SKU-0007,46,2.1613,10130.88
2025-07-01,WH-CENTRAL,SKU-0008,10,0.0,61.38
2025-07-01,WH-CENTRAL,SKU-0009,0,0.0645,0.0
2025-07-01,WH-CENTRAL,SKU-0010,0,0.0968,0.0
2025-07-01,WH-CENTRAL,SKU-0011,8,0.0,1315.82
2025-07-01,WH-CENTRAL,SKU-0012,27,2.0645,1306.65
2025-07-01,WH-CENTRAL,SKU-0013,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0014,7,0.6774,1435.01
2025-07-01,WH-CENTRAL,SKU-0015,20,0.9677,1979.45
2025-07-01,WH-CENTRAL,SKU-0016,22,1.129,3961.54
2025-07-01,WH-CENTRAL,SKU-0017,22,2.7419,290.28
2025-07-01,WH-CENTRAL,SKU-0018,28,1.3226,776.78
2025-07-01,WH-CENTRAL,SKU-0019,12,0.6129,1551.26
2025-07-01,WH-CENTRAL,SKU-0020,6,0.3871,1394.55
2025-07-01,WH-CENTRAL,SKU-0021,33,1.2581,7212.27
2025-07-01,WH-CENTRAL,SKU-0022,7,0.5484,1174.37
2025-07-01,WH-CENTRAL,SKU-0023,5,0.0,916.13
2025-07-01,WH-CENTRAL,SKU-0024,29,1.1935,6467.57
2025-07-01,WH-CENTRAL,SKU-0025,19,0.6774,1262.46
2025-07-01,WH-CENTRAL,SKU-0026,55,2.8387,12436.99
2025-07-01,WH-CENTRAL,SKU-0027,11,0.7419,293.73
2025-07-01,WH-CENTRAL,SKU-0028,24,1.7097,3807.67
2025-07-01,WH-CENTRAL,SKU-0029,32,1.4516,5803.07
2025-07-01,WH-CENTRAL,SKU-0030,20,1.5161,1077.89
2025-07-01,WH-CENTRAL,SKU-0031,59,3.0645,13856.47
2025-07-01,WH-CENTRAL,SKU-0032,25,1.3871,4389.0
2025-07-01,WH-CENTRAL,SKU-0033,24,1.6129,3506.71
2025-07-01,WH-CENTRAL,SKU-0034,11,0.7097,2605.37
2025-07-01,WH-CENTRAL,SKU-0035,22,2.0323,3627.1
2025-07-01,WH-CENTRAL,SKU-0036,8,1.4194,1968.3
2025-07-01,WH-CENTRAL,SKU-0037,67,3.5161,2404.46
2025-07-01,WH-CENTRAL,SKU-0038,58,2.5806,4532.67
2025-07-01,WH-CENTRAL,SKU-0039,31,2.0968,816.01
2025-07-01,WH-CENTRAL,SKU-0040,13,0.9677,2656.73
2025-07-01,WH-CENTRAL,SKU-0041,0,0.3226,0.0
2025-07-01,WH-CENTRAL,SKU-0042,31,1.9677,2554.6
2025-07-01,WH-CENTRAL,SKU-0043,18,1.4839,3092.66
2025-07-01,WH-CENTRAL,SKU-0044,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0045,3,0.8065,676.52
2025-07-01,WH-CENTRAL,SKU-0046,53,2.4839,4208.39
2025-07-01,WH-CENTRAL,SKU-0047,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0048,38,1.8387,2493.58
2025-07-01,WH-CENTRAL,SKU-0049,30,1.871,3564.16
2025-07-01,WH-CENTRAL,SKU-0050,2,0.0,305.5
2025-07-01,WH-CENTRAL,SKU-0051,5,0.0,737.66
2025-07-01,WH-CENTRAL,SKU-0052,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0053,33,2.5484,8044.99
2025-07-01,WH-CENTRAL,SKU-0054,1,0.0,225.24
2025-07-01,WH-CENTRAL,SKU-0055,31,1.5484,1419.92
2025-07-01,WH-CENTRAL,SKU-0056,0,0.4839,0.0
2025-07-01,WH-CENTRAL,SKU-0057,14,0.9032,927.85
2025-07-01,WH-CENTRAL,SKU-0058,23,1.2258,4019.41
2025-07-01,WH-CENTRAL,SKU-0059,20,0.4839,4787.86
2025-07-01,WH-CENTRAL,SKU-0060,6,0.0,224.47
2025-07-01,WH-CENTRAL,SKU-0061,13,1.1613,1057.77
2025-07-01,WH-CENTRAL,SKU-0062,14,1.8065,442.98
2025-07-01,WH-CENTRAL,SKU-0063,38,2.5806,2858.28
2025-07-01,WH-CENTRAL,SKU-0064,80,3.7097,19117.56
2025-07-01,WH-CENTRAL,SKU-0065,2,0.2903,180.88
2025-07-01,WH-CENTRAL,SKU-0066,32,1.3871,2918.96
2025-07-01,WH-CENTRAL,SKU-0067,80,4.9032,9928.6
2025-07-01,WH-CENTRAL,SKU-0068,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0069,13,1.0968,490.49
2025-07-01,WH-CENTRAL,SKU-0070,28,1.9677,4769.84
2025-07-01,WH-CENTRAL,SKU-0071,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0072,22,1.0968,369.29
2025-07-01,WH-CENTRAL,SKU-0073,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0074,31,2.6452,2439.51
2025-07-01,WH-CENTRAL,SKU-0075,106,4.3871,25976.15
2025-07-01,WH-CENTRAL,SKU-0076,1,0.0,188.74
2025-07-01,WH-CENTRAL,SKU-0077,19,1.871,846.55
2025-07-01,WH-CENTRAL,SKU-0078,21,1.1935,4758.25
2025-07-01,WH-CENTRAL,SKU-0079,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0080,68,3.2903,8236.98
2025-07-01,WH-CENTRAL,SKU-0081,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0082,19,0.5161,1951.02
2025-07-01,WH-CENTRAL,SKU-0083,15,1.1613,1224.13
2025-07-01,WH-CENTRAL,SKU-0084,9,0.6129,1534.1
2025-07-01,WH-CENTRAL,SKU-0085,4,0.0,961.27
2025-07-01,WH-CENTRAL,SKU-0086,44,1.9355,2820.99
2025-07-01,WH-CENTRAL,SKU-0087,55,2.2581,2860.44
2025-07-01,WH-CENTRAL,SKU-0088,20,1.5161,2147.2
2025-07-01,WH-CENTRAL,SKU-0089,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0090,9,0.5806,1619.05
2025-07-01,WH-CENTRAL,SKU-0091,43,4.1613,10355.86
2025-07-01,WH-CENTRAL,SKU-0092,53,1.9032,4801.88
2025-07-01,WH-CENTRAL,SKU-0093,17,0.2258,2706.17
2025-07-01,WH-CENTRAL,SKU-0094,30,3.9355,1082.73
2025-07-01,WH-CENTRAL,SKU-0095,16,0.5484,1160.37
2025-07-01,WH-CENTRAL,SKU-0096,33,2.5161,388.23
2025-07-01,WH-CENTRAL,SKU-0097,55,2.9677,7327.16
2025-07-01,WH-CENTRAL,SKU-0098,37,1.4516,5217.74
2025-07-01,WH-CENTRAL,SKU-0099,6,0.5806,1158.07
2025-07-01,WH-CENTRAL,SKU-0100,35,0.7419,1810.27
2025-07-01,WH-CENTRAL,SKU-0101,17,2.9032,3773.19
2025-07-01,WH-CENTRAL,SKU-0102,5,1.6774,327.47
2025-07-01,WH-CENTRAL,SKU-0103,14,1.4516,2858.78
2025-07-01,WH-CENTRAL,SKU-0104,42,4.5161,3248.55
2025-07-01,WH-CENTRAL,SKU-0105,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0106,9,1.3871,1527.52
2025-07-01,WH-CENTRAL,SKU-0107,5,1.1935,461.4
2025-07-01,WH-CENTRAL,SKU-0108,0,0.129,0.0
2025-07-01,WH-CENTRAL,SKU-0109,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0110,34,1.6452,3097.47
2025-07-01,WH-CENTRAL,SKU-0111,0,0.0,0.0
2025-07-01,WH-CENTRAL,SKU-0112,11,2.129,1621.1
2025-07-01,WH-CENTRAL,SKU-0113,1,0.0,111.71
2025-07-01,WH-CENTRAL,SKU-0114,3,0.4839,332.44
2025-07-01,WH-CENTRAL,SKU-0115,22,1.1613,3773.51
2025-07-01,WH-CENTRAL,SKU-0116,53,2.0,7885.95
2025-07-01,WH-CENTRAL,SKU-0117,12,0.2581,2764.28
2025-07-01,WH-CENTRAL,SKU-0118,44,2.4194,4397.62
2025-07-01,WH-CENTRAL,SKU-0119,18,0.8065,2305.41
2025-07-01,WH-CENTRAL,SKU-0120,19,2.5484,1366.55
2025-07-01,WH-SOUTH,SKU-0001,12,1.0323,1588.55
2025-07-01,WH-SOUTH,SKU-0002,11,0.0,882.88
2025-07-01,WH-SOUTH,SKU-0003,38,1.4839,6202.49
2025-07-01,WH-SOUTH,SKU-0004,24,2.0,3146.35
2025-07-01,WH-SOUTH,SKU-0005,22,0.4839,4485.95
2025-07-01,WH-SOUTH,SKU-0006,23,1.3871,2963.64
2025-07-01,WH-SOUTH,SKU-0007,21,2.4516,4624.97
2025-07-01,WH-SOUTH,SKU-0008,10,0.4516,61.38
2025-07-01,WH-SOUTH,SKU-0009,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0010,3,0.0,36.32
2025-07-01,WH-SOUTH,SKU-0011,5,0.7097,822.39
2025-07-01,WH-SOUTH,SKU-0012,0,1.2581,0.0
2025-07-01,WH-SOUTH,SKU-0013,15,1.129,1200.05
2025-07-01,WH-SOUTH,SKU-0014,35,1.5484,7175.05
2025-07-01,WH-SOUTH,SKU-0015,29,1.4194,2870.2
2025-07-01,WH-SOUTH,SKU-0016,38,2.6774,6842.66
2025-07-01,WH-SOUTH,SKU-0017,0,1.3548,0.0
2025-07-01,WH-SOUTH,SKU-0018,20,0.0,554.84
2025-07-01,WH-SOUTH,SKU-0019,13,1.1613,1680.54
2025-07-01,WH-SOUTH,SKU-0020,20,1.2258,4648.49
2025-07-01,WH-SOUTH,SKU-0021,15,1.2903,3278.3
2025-07-01,WH-SOUTH,SKU-0022,9,1.4194,1509.9
2025-07-01,WH-SOUTH,SKU-0023,0,0.3871,0.0
2025-07-01,WH-SOUTH,SKU-0024,12,0.4194,2676.23
2025-07-01,WH-SOUTH,SKU-0025,69,2.3226,4584.74
2025-07-01,WH-SOUTH,SKU-0026,6,0.0,1356.76
2025-07-01,WH-SOUTH,SKU-0027,9,0.0,240.32
2025-07-01,WH-SOUTH,SKU-0028,30,0.9355,4759.59
2025-07-01,WH-SOUTH,SKU-0029,21,0.9355,3808.27
2025-07-01,WH-SOUTH,SKU-0030,0,1.1613,0.0
2025-07-01,WH-SOUTH,SKU-0031,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0032,10,1.5806,1755.6
2025-07-01,WH-SOUTH,SKU-0033,4,1.0968,584.45
2025-07-01,WH-SOUTH,SKU-0034,0,0.0968,0.0
2025-07-01,WH-SOUTH,SKU-0035,7,0.2258,1154.08
2025-07-01,WH-SOUTH,SKU-0036,28,1.3871,6889.04
2025-07-01,WH-SOUTH,SKU-0037,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0038,9,1.5484,703.35
2025-07-01,WH-SOUTH,SKU-0039,0,0.0968,0.0
2025-07-01,WH-SOUTH,SKU-0040,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0041,2,0.0,22.88
2025-07-01,WH-SOUTH,SKU-0042,1,0.0,82.41
2025-07-01,WH-SOUTH,SKU-0043,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0044,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0045,0,0.0968,0.0
2025-07-01,WH-SOUTH,SKU-0046,14,0.9677,1111.65
2025-07-01,WH-SOUTH,SKU-0047,8,0.2258,1548.49
2025-07-01,WH-SOUTH,SKU-0048,18,1.7742,1181.17
2025-07-01,WH-SOUTH,SKU-0049,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0050,4,1.2581,611.01
2025-07-01,WH-SOUTH,SKU-0051,26,1.129,3835.83
2025-07-01,WH-SOUTH,SKU-0052,5,0.4194,58.99
2025-07-01,WH-SOUTH,SKU-0053,19,0.6452,4631.96
2025-07-01,WH-SOUTH,SKU-0054,58,2.6452,13063.69
2025-07-01,WH-SOUTH,SKU-0055,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0056,38,2.2903,5616.88
2025-07-01,WH-SOUTH,SKU-0057,10,0.3226,662.75
2025-07-01,WH-SOUTH,SKU-0058,30,1.9677,5242.71
2025-07-01,WH-SOUTH,SKU-0059,14,1.9032,3351.5
2025-07-01,WH-SOUTH,SKU-0060,6,0.0,224.47
2025-07-01,WH-SOUTH,SKU-0061,6,1.5806,488.2
2025-07-01,WH-SOUTH,SKU-0062,23,1.1613,727.75
2025-07-01,WH-SOUTH,SKU-0063,31,2.2903,2331.76
2025-07-01,WH-SOUTH,SKU-0064,11,0.7097,2628.66
2025-07-01,WH-SOUTH,SKU-0065,0,0.0968,0.0
2025-07-01,WH-SOUTH,SKU-0066,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0067,3,0.0,372.32
2025-07-01,WH-SOUTH,SKU-0068,3,0.0,604.31
2025-07-01,WH-SOUTH,SKU-0069,1,0.0,37.73
2025-07-01,WH-SOUTH,SKU-0070,13,0.9032,2214.57
2025-07-01,WH-SOUTH,SKU-0071,0,0.3548,0.0
2025-07-01,WH-SOUTH,SKU-0072,25,0.9355,419.65
2025-07-01,WH-SOUTH,SKU-0073,57,2.5484,2045.27
2025-07-01,WH-SOUTH,SKU-0074,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0075,4,0.0,980.23
2025-07-01,WH-SOUTH,SKU-0076,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0077,15,1.3548,668.33
2025-07-01,WH-SOUTH,SKU-0078,2,0.0323,453.17
2025-07-01,WH-SOUTH,SKU-0079,6,0.3548,735.87
2025-07-01,WH-SOUTH,SKU-0080,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0081,18,0.2903,392.24
2025-07-01,WH-SOUTH,SKU-0082,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0083,53,1.9355,4325.28
2025-07-01,WH-SOUTH,SKU-0084,9,0.0,1534.1
2025-07-01,WH-SOUTH,SKU-0085,14,0.2258,3364.44
2025-07-01,WH-SOUTH,SKU-0086,0,0.2581,0.0
2025-07-01,WH-SOUTH,SKU-0087,12,1.6129,624.1
2025-07-01,WH-SOUTH,SKU-0088,6,0.5484,644.16
2025-07-01,WH-SOUTH,SKU-0089,13,2.129,1684.11
2025-07-01,WH-SOUTH,SKU-0090,20,0.6129,3597.88
2025-07-01,WH-SOUTH,SKU-0091,5,0.5484,1204.17
2025-07-01,WH-SOUTH,SKU-0092,0,0.9032,0.0
2025-07-01,WH-SOUTH,SKU-0093,17,0.0,2706.17
2025-07-01,WH-SOUTH,SKU-0094,3,0.4839,108.27
2025-07-01,WH-SOUTH,SKU-0095,26,1.6774,1885.6
2025-07-01,WH-SOUTH,SKU-0096,2,0.3548,23.53
2025-07-01,WH-SOUTH,SKU-0097,17,1.0645,2264.76
2025-07-01,WH-SOUTH,SKU-0098,5,1.6452,705.1
2025-07-01,WH-SOUTH,SKU-0099,34,0.9032,6562.39
2025-07-01,WH-SOUTH,SKU-0100,0,0.2258,0.0
2025-07-01,WH-SOUTH,SKU-0101,24,1.2581,5326.86
2025-07-01,WH-SOUTH,SKU-0102,15,1.2581,982.41
2025-07-01,WH-SOUTH,SKU-0103,48,2.2903,9801.53
2025-07-01,WH-SOUTH,SKU-0104,0,0.0,0.0
2025-07-01,WH-SOUTH,SKU-0105,12,0.4516,2726.99
2025-07-01,WH-SOUTH,SKU-0106,1,1.0323,169.72
2025-07-01,WH-SOUTH,SKU-0107,30,1.4194,2768.37
2025-07-01,WH-SOUTH,SKU-0108,38,1.4194,5233.57
2025-07-01,WH-SOUTH,SKU-0109,2,1.4194,304.0
2025-07-01,WH-SOUTH,SKU-0110,9,0.0968,819.92
2025-07-01,WH-SOUTH,SKU-0111,16,0.2581,3120.83
2025-07-01,WH-SOUTH,SKU-0112,22,0.7742,3242.2
2025-07-01,WH-SOUTH,SKU-0113,31,3.6129,3462.86
2025-07-01,WH-SOUTH,SKU-0114,24,0.9032,2659.54
2025-07-01,WH-SOUTH,SKU-0115,0,0.2903,0.0
2025-07-01,WH-SOUTH,SKU-0116,3,0.2903,446.37
2025-07-01,WH-SOUTH,SKU-0117,16,0.0,3685.7
2025-07-01,WH-SOUTH,SKU-0118,21,0.5484,2098.87
2025-07-01,WH-SOUTH,SKU-0119,4,1.129,512.31
2025-07-01,WH-SOUTH,SKU-0120,0,0.0645,0.0
2025-08-01,WH-NORTH,SKU-0001,9,0.7742,1191.42
2025-08-01,WH-NORTH,SKU-0002,51,1.4839,4093.34
2025-08-01,WH-NORTH,SKU-0003,5,0.1613,816.12
2025-08-01,WH-NORTH,SKU-0004,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0005,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0006,31,1.3226,3994.47
2025-08-01,WH-NORTH,SKU-0007,19,1.5161,4184.49
2025-08-01,WH-NORTH,SKU-0008,4,0.0,24.55
2025-08-01,WH-NORTH,SKU-0009,40,2.0645,2918.52
2025-08-01,WH-NORTH,SKU-0010,12,0.8387,145.27
2025-08-01,WH-NORTH,SKU-0011,32,1.2258,5263.28
2025-08-01,WH-NORTH,SKU-0012,13,0.0,629.13
2025-08-01,WH-NORTH,SKU-0013,4,0.0,320.01
2025-08-01,WH-NORTH,SKU-0014,9,0.0645,1845.01
2025-08-01,WH-NORTH,SKU-0015,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0016,31,1.7742,5582.17
2025-08-01,WH-NORTH,SKU-0017,12,0.0,158.33
2025-08-01,WH-NORTH,SKU-0018,15,0.5806,416.13
2025-08-01,WH-NORTH,SKU-0019,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0020,13,1.4839,3021.52
2025-08-01,WH-NORTH,SKU-0021,30,1.1935,6556.61
2025-08-01,WH-NORTH,SKU-0022,7,1.0,1174.37
2025-08-01,WH-NORTH,SKU-0023,9,0.3548,1649.04
2025-08-01,WH-NORTH,SKU-0024,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0025,26,2.1935,1727.58
2025-08-01,WH-NORTH,SKU-0026,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0027,21,1.7097,560.75
2025-08-01,WH-NORTH,SKU-0028,11,0.6452,1745.18
2025-08-01,WH-NORTH,SKU-0029,24,1.3871,4352.3
2025-08-01,WH-NORTH,SKU-0030,34,1.1935,1832.41
2025-08-01,WH-NORTH,SKU-0031,12,1.3871,2818.27
2025-08-01,WH-NORTH,SKU-0032,25,1.3226,4389.0
2025-08-01,WH-NORTH,SKU-0033,14,1.3871,2045.58
2025-08-01,WH-NORTH,SKU-0034,24,1.1935,5684.45
2025-08-01,WH-NORTH,SKU-0035,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0036,30,1.0,7381.11
2025-08-01,WH-NORTH,SKU-0037,0,0.0323,0.0
2025-08-01,WH-NORTH,SKU-0038,23,0.7419,1797.44
2025-08-01,WH-NORTH,SKU-0039,0,0.0,0.0
2025-08-01,WH-NORTH,SKU-0040,0,0.9355,0.0
2025-08-01,WH-NORTH,SKU-0041,22,1.0323,251.68
2025-08-01,WH-NORTH,SKU-0042,8,0.5806,659.25
2025-08-01,WH-NORTH,SKU-0043,13,1.0323,2233.59
2025-08-01,WH-NORTH,SKU-0044,14,0.129,2406.02
2025-08-01,WH-NORTH,SKU-0045,25,1.3548,5637.64
2025-08-01,WH-NORTH,SKU-0046,6,1.4839,476.42
2025-08-01,WH-NORTH,SKU-0047,30,2.1935,5806.85
