order_line_id,order_id,customer_id,warehouse,order_date,promised_date,sku,supplier_id,units_ordered,units_shipped,unit_price,unit_weight_kg,revenue
OL0002561,O001036,C0145,WH-NORTH,2025-07-04,2025-07-06,SKU-0075,SUP016,35,35,445.56,0.78,15594.6
OL0002562,O001037,C0071,WH-SOUTH,2025-09-13,2025-09-16,SKU-0007,SUP010,27,27,400.43,0.7,10811.61
OL0002563,O001038,C0094,WH-CENTRAL,2025-10-02,2025-10-07,SKU-0093,SUP002,38,38,289.43,8.06,10998.34
OL0002564,O001038,C0094,WH-CENTRAL,2025-10-02,2025-10-07,SKU-0019,SUP007,41,41,235.04,9.89,9636.64
OL0002565,O001038,C0094,WH-CENTRAL,2025-10-02,2025-10-07,SKU-0070,SUP004,41,41,309.73,10.84,12698.93
OL0002566,O001038,C0094,WH-CENTRAL,2025-10-02,2025-10-07,SKU-0077,SUP012,38,38,81.01,11.36,3078.38
OL0002567,O001039,C0107,WH-NORTH,2025-11-06,2025-11-11,SKU-0032,SUP019,28,28,319.2,7.69,8937.6
OL0002568,O001039,C0107,WH-NORTH,2025-11-06,2025-11-11,SKU-0078,SUP011,29,29,411.97,14.46,11947.13
OL0002569,O001039,C0107,WH-NORTH,2025-11-06,2025-11-11,SKU-0097,SUP011,14,14,242.22,10.47,3391.08
OL0002570,O001039,C0107,WH-NORTH,2025-11-06,2025-11-11,SKU-0098,SUP001,32,32,256.4,4.45,8204.8
OL0002571,O001040,C0038,WH-NORTH,2025-12-11,2025-12-16,SKU-0080,SUP018,28,28,220.24,1.13,6166.72
OL0002572,O001041,C0108,WH-SOUTH,2025-01-28,2025-01-31,SKU-0068,SUP007,38,38,366.25,16.19,13917.5
OL0002573,O001042,C0133,WH-CENTRAL,2025-12-01,2025-12-04,SKU-0076,SUP009,11,11,343.17,5.77,3774.87
OL0002574,O001042,C0133,WH-CENTRAL,2025-12-01,2025-12-04,SKU-0120,SUP003,3,3,130.77,11.56,392.31
OL0002575,O001042,C0133,WH-CENTRAL,2025-12-01,2025-12-04,SKU-0111,SUP011,15,15,354.64,14.5,5319.6
OL0002576,O001043,C0044,WH-NORTH,2025-10-02,2025-10-07,SKU-0045,SUP001,37,37,410.01,19.04,15170.37
OL0002577,O001043,C0044,WH-NORTH,2025-10-02,2025-10-07,SKU-0105,SUP013,2,2,413.18,6.38,826.36
OL0002578,O001044,C0093,WH-SOUTH,2025-07-21,2025-07-26,SKU-0007,SUP010,28,28,400.43,0.7,11212.04
OL0002579,O001045,C0048,WH-CENTRAL,2025-11-02,2025-11-09,SKU-0013,SUP008,30,30,145.46,12.28,4363.8
OL0002580,O001045,C0048,WH-CENTRAL,2025-11-02,2025-11-09,SKU-0031,SUP015,22,22,427.01,4.27,9394.22
OL0002581,O001045,C0048,WH-CENTRAL,2025-11-02,2025-11-09,SKU-0035,SUP006,31,31,299.76,18.14,9292.56
OL0002582,O001045,C0048,WH-CENTRAL,2025-11-02,2025-11-09,SKU-0007,SUP010,5,5,400.43,0.7,2002.15
OL0002583,O001046,C0125,WH-CENTRAL,2025-03-29,2025-04-05,SKU-0094,SUP012,23,23,65.62,2.03,1509.26
OL0002584,O001046,C0125,WH-CENTRAL,2025-03-29,2025-04-05,SKU-0006,SUP009,9,9,234.28,2.96,2108.52
OL0002585,O001047,C0117,WH-NORTH,2025-01-11,2025-01-14,SKU-0028,SUP007,9,9,288.46,8.09,2596.14
OL0002586,O001048,C0058,WH-SOUTH,2025-02-01,2025-02-06,SKU-0088,SUP006,32,32,195.2,1.67,6246.4
OL0002587,O001048,C0058,WH-SOUTH,2025-02-01,2025-02-06,SKU-0064,SUP015,36,36,434.49,20.1,15641.64
OL0002588,O001049,C0090,WH-NORTH,2025-10-17,2025-10-22,SKU-0042,SUP008,43,43,149.83,4.69,6442.69
OL0002589,O001049,C0090,WH-NORTH,2025-10-17,2025-10-22,SKU-0035,SUP006,20,20,299.76,18.14,5995.2
OL0002590,O001049,C0090,WH-NORTH,2025-10-17,2025-10-22,SKU-0073,SUP003,30,30,65.24,7.96,1957.2
OL0002591,O001050,C0064,WH-NORTH,2025-07-02,2025-07-07,SKU-0065,SUP016,36,36,164.44,20.43,5919.84
OL0002592,O001050,C0064,WH-NORTH,2025-07-02,2025-07-07,SKU-0024,SUP003,32,32,405.49,2.76,12975.68
OL0002593,O001050,C0064,WH-NORTH,2025-07-02,2025-07-07,SKU-0055,SUP014,30,30,83.28,21.74,2498.4
OL0002594,O001050,C0064,WH-NORTH,2025-07-02,2025-07-07,SKU-0053,SUP016,9,9,443.25,19.99,3989.25
OL0002595,O001051,C0004,WH-NORTH,2025-01-28,2025-02-02,SKU-0108,SUP008,18,18,250.41,2.45,4507.38
OL0002596,O001052,C0003,WH-SOUTH,2025-06-28,2025-07-03,SKU-0029,SUP017,38,38,329.72,3.26,12529.36
OL0002597,O001052,C0003,WH-SOUTH,2025-06-28,2025-07-03,SKU-0056,SUP013,34,34,268.75,17.59,9137.5
OL0002598,O001052,C0003,WH-SOUTH,2025-06-28,2025-07-03,SKU-0100,SUP015,11,11,94.04,10.94,1034.44
OL0002599,O001052,C0003,WH-SOUTH,2025-06-28,2025-07-03,SKU-0019,SUP007,7,7,235.04,9.89,1645.28
OL0002600,O001053,C0058,WH-SOUTH,2025-03-13,2025-03-18,SKU-0063,SUP018,28,28,136.76,21.33,3829.28
OL0002601,O001053,C0058,WH-SOUTH,2025-03-13,2025-03-18,SKU-0043,SUP008,33,33,312.39,22.89,10308.87
OL0002602,O001053,C0058,WH-SOUTH,2025-03-13,2025-03-18,SKU-0056,SUP013,1,0,268.75,17.59,0.0
OL0002603,O001054,C0144,WH-NORTH,2025-06-04,2025-06-09,SKU-0096,SUP007,42,42,21.39,22.38,898.38
OL0002604,O001054,C0144,WH-NORTH,2025-06-04,2025-06-09,SKU-0031,SUP015,31,31,427.01,4.27,13237.31
OL0002605,O001054,C0144,WH-NORTH,2025-06-04,2025-06-09,SKU-0013,SUP008,31,31,145.46,12.28,4509.26
OL0002606,O001055,C0163,WH-CENTRAL,2025-02-12,2025-02-19,SKU-0082,SUP015,36,13,186.7,12.62,2427.1
OL0002607,O001056,C0158,WH-CENTRAL,2025-03-30,2025-04-04,SKU-0039,SUP009,26,26,47.86,2.08,1244.36
OL0002608,O001056,C0158,WH-CENTRAL,2025-03-30,2025-04-04,SKU-0040,SUP015,43,43,371.57,19.33,15977.51
OL0002609,O001056,C0158,WH-CENTRAL,2025-03-30,2025-04-04,SKU-0022,SUP001,28,28,305.03,14.1,8540.84
OL0002610,O001056,C0158,WH-CENTRAL,2025-03-30,2025-04-04,SKU-0051,SUP013,25,25,268.24,8.5,6706.0
OL0002611,O001057,C0131,WH-CENTRAL,2025-05-04,2025-05-07,SKU-0055,SUP014,14,14,83.28,21.74,1165.92
OL0002612,O001058,C0147,WH-NORTH,2025-01-23,2025-01-26,SKU-0082,SUP015,43,43,186.7,12.62,8028.1
OL0002613,O001058,C0147,WH-NORTH,2025-01-23,2025-01-26,SKU-0043,SUP008,8,8,312.39,22.89,2499.12
OL0002614,O001058,C0147,WH-NORTH,2025-01-23,2025-01-26,SKU-0099,SUP001,8,8,350.93,7.93,2807.44
OL0002615,O001059,C0032,WH-CENTRAL,2025-06-20,2025-06-25,SKU-0051,SUP013,19,17,268.24,8.5,4560.08
OL0002616,O001059,C0032,WH-CENTRAL,2025-06-20,2025-06-25,SKU-0095,SUP014,34,34,131.86,14.87,4483.24
OL0002617,O001059,C0032,WH-CENTRAL,2025-06-20,2025-06-25,SKU-0029,SUP017,6,6,329.72,3.26,1978.32
OL0002618,O001059,C0032,WH-CENTRAL,2025-06-20,2025-06-25,SKU-0067,SUP010,12,12,225.65,0.48,2707.8
OL0002619,O001060,C0086,WH-CENTRAL,2025-09-26,2025-09-29,SKU-0081,SUP013,38,27,39.62,8.32,1069.74
OL0002620,O001061,C0068,WH-NORTH,2025-12-02,2025-12-07,SKU-0118,SUP001,32,32,181.72,10.35,5815.04
OL0002621,O001061,C0068,WH-NORTH,2025-12-02,2025-12-07,SKU-0019,SUP007,29,29,235.04,9.89,6816.16
OL0002622,O001062,C0164,WH-CENTRAL,2025-07-21,2025-07-24,SKU-0049,SUP002,32,32,216.01,3.12,6912.32
OL0002623,O001062,C0164,WH-CENTRAL,2025-07-21,2025-07-24,SKU-0117,SUP015,8,8,418.83,24.0,3350.64
OL0002624,O001062,C0164,WH-CENTRAL,2025-07-21,2025-07-24,SKU-0028,SUP007,37,37,288.46,8.09,10673.02
OL0002625,O001063,C0111,WH-CENTRAL,2025-12-20,2025-12-25,SKU-0003,SUP016,23,23,296.77,6.55,6825.71
OL0002626,O001063,C0111,WH-CENTRAL,2025-12-20,2025-12-25,SKU-0025,SUP009,27,27,120.81,8.77,3261.87
OL0002627,O001063,C0111,WH-CENTRAL,2025-12-20,2025-12-25,SKU-0108,SUP008,4,4,250.41,2.45,1001.64
OL0002628,O001064,C0148,WH-NORTH,2025-05-02,2025-05-04,SKU-0004,SUP005,29,29,238.36,5.13,6912.44
OL0002629,O001064,C0148,WH-NORTH,2025-05-02,2025-05-04,SKU-0096,SUP007,14,14,21.39,22.38,299.46
OL0002630,O001065,C0016,WH-CENTRAL,2025-03-30,2025-04-06,SKU-0088,SUP006,3,3,195.2,1.67,585.6
OL0002631,O001065,C0016,WH-CENTRAL,2025-03-30,2025-04-06,SKU-0119,SUP019,26,26,232.87,11.15,6054.62
OL0002632,O001066,C0025,WH-CENTRAL,2025-03-08,2025-03-13,SKU-0044,SUP003,42,42,312.47,21.05,13123.74
OL0002633,O001067,C0138,WH-CENTRAL,2025-07-08,2025-07-13,SKU-0070,SUP004,17,17,309.73,10.84,5265.41
OL0002634,O001068,C0062,WH-CENTRAL,2025-05-10,2025-05-15,SKU-0107,SUP011,40,40,167.78,19.54,6711.2
OL0002635,O001069,C0035,WH-CENTRAL,2025-02-16,2025-02-19,SKU-0099,SUP001,43,43,350.93,7.93,15089.99
OL0002636,O001069,C0035,WH-CENTRAL,2025-02-16,2025-02-19,SKU-0068,SUP007,21,21,366.25,16.19,7691.25
OL0002637,O001069,C0035,WH-CENTRAL,2025-02-16,2025-02-19,SKU-0030,SUP011,19,19,97.99,13.31,1861.81
OL0002638,O001069,C0035,WH-CENTRAL,2025-02-16,2025-02-19,SKU-0010,SUP006,26,26,22.01,13.05,572.26
OL0002639,O001070,C0066,WH-SOUTH,2025-09-09,2025-09-14,SKU-0027,SUP020,31,31,48.55,7.23,1505.05
OL0002640,O001071,C0040,WH-NORTH,2025-04-24,2025-04-27,SKU-0103,SUP011,10,10,371.27,9.15,3712.7
OL0002641,O001071,C0040,WH-NORTH,2025-04-24,2025-04-27,SKU-0030,SUP011,26,26,97.99,13.31,2547.74
OL0002642,O001071,C0040,WH-NORTH,2025-04-24,2025-04-27,SKU-0080,SUP018,18,18,220.24,1.13,3964.32
OL0002643,O001071,C0040,WH-NORTH,2025-04-24,2025-04-27,SKU-0059,SUP014,33,33,435.26,22.58,14363.58
OL0002644,O001072,C0013,WH-CENTRAL,2025-11-05,2025-11-08,SKU-0029,SUP017,4,4,329.72,3.26,1318.88
OL0002645,O001072,C0013,WH-CENTRAL,2025-11-05,2025-11-08,SKU-0026,SUP012,37,37,411.14,7.45,15212.18
OL0002646,O001072,C0013,WH-CENTRAL,2025-11-05,2025-11-08,SKU-0060,SUP002,41,41,68.02,7.07,2788.82
OL0002647,O001072,C0013,WH-CENTRAL,2025-11-05,2025-11-08,SKU-0080,SUP018,44,44,220.24,1.13,9690.56
OL0002648,O001073,C0122,WH-SOUTH,2025-06-03,2025-06-08,SKU-0053,SUP016,14,14,443.25,19.99,6205.5
OL0002649,O001073,C0122,WH-SOUTH,2025-06-03,2025-06-08,SKU-0106,SUP001,26,26,308.59,12.89,8023.34
OL0002650,O001074,C0165,WH-CENTRAL,2025-10-16,2025-10-21,SKU-0039,SUP009,12,12,47.86,2.08,574.32
OL0002651,O001074,C0165,WH-CENTRAL,2025-10-16,2025-10-21,SKU-0021,SUP012,10,10,397.37,23.95,3973.7
OL0002652,O001074,C0165,WH-CENTRAL,2025-10-16,2025-10-21,SKU-0011,SUP003,20,20,299.05,12.71,5981.0
OL0002653,O001075,C0029,WH-SOUTH,2025-02-18,2025-02-23,SKU-0092,SUP015,17,17,164.73,1.67,2800.41
OL0002654,O001075,C0029,WH-SOUTH,2025-02-18,2025-02-23,SKU-0024,SUP003,38,38,405.49,2.76,15408.62
OL0002655,O001075,C0029,WH-SOUTH,2025-02-18,2025-02-23,SKU-0035,SUP006,14,14,299.76,18.14,4196.64
OL0002656,O001076,C0048,WH-CENTRAL,2025-03-08,2025-03-11,SKU-0034,SUP012,38,38,430.64,11.86,16364.32
OL0002657,O001077,C0018,WH-CENTRAL,2025-04-09,2025-04-14,SKU-0090,SUP001,21,21,327.08,13.16,6868.68
OL0002658,O001077,C0018,WH-CENTRAL,2025-04-09,2025-04-14,SKU-0074,SUP013,3,3,143.08,2.34,429.24
OL0002659,O001077,C0018,WH-CENTRAL,2025-04-09,2025-04-14,SKU-0036,SUP003,22,22,447.34,17.87,9841.48
OL0002660,O001078,C0003,WH-CENTRAL,2025-10-03,2025-10-08,SKU-0111,SUP011,27,27,354.64,14.5,9575.28
OL0002661,O001078,C0003,WH-CENTRAL,2025-10-03,2025-10-08,SKU-0019,SUP007,25,25,235.04,9.89,5876.0
OL0002662,O001078,C0003,WH-CENTRAL,2025-10-03,2025-10-08,SKU-0085,SUP002,22,22,436.94,3.52,9612.68
OL0002663,O001079,C0051,WH-NORTH,2025-05-25,2025-05-30,SKU-0049,SUP002,28,28,216.01,3.12,6048.28
OL0002664,O001080,C0115,WH-SOUTH,2025-03-17,2025-03-22,SKU-0039,SUP009,40,40,47.86,2.08,1914.4
OL0002665,O001081,C0075,WH-NORTH,2025-06-25,2025-06-30,SKU-0090,SUP001,10,10,327.08,13.16,3270.8
OL0002666,O001081,C0075,WH-NORTH,2025-06-25,2025-06-30,SKU-0057,SUP004,31,31,120.5,5.93,3735.5
OL0002667,O001081,C0075,WH-NORTH,2025-06-25,2025-06-30,SKU-0044,SUP003,32,32,312.47,21.05,9999.04
OL0002668,O001082,C0093,WH-CENTRAL,2025-12-19,2025-12-22,SKU-0056,SUP013,34,34,268.75,17.59,9137.5
OL0002669,O001082,C0093,WH-CENTRAL,2025-12-19,2025-12-22,SKU-0118,SUP001,44,44,181.72,10.35,7995.68
OL0002670,O001083,C0115,WH-NORTH,2025-10-08,2025-10-15,SKU-0051,SUP013,38,38,268.24,8.5,10193.12
OL0002671,O001084,C0083,WH-CENTRAL,2025-08-05,2025-08-10,SKU-0038,SUP018,17,17,142.09,2.41,2415.53
OL0002672,O001084,C0083,WH-CENTRAL,2025-08-05,2025-08-10,SKU-0009,SUP015,32,32,132.66,19.23,4245.12
OL0002673,O001084,C0083,WH-CENTRAL,2025-08-05,2025-08-10,SKU-0032,SUP019,12,12,319.2,7.69,3830.4
OL0002674,O001084,C0083,WH-CENTRAL,2025-08-05,2025-08-10,SKU-0115,SUP013,44,44,311.86,9.05,13721.84
OL0002675,O001085,C0119,WH-SOUTH,2025-04-06,2025-04-09,SKU-0096,SUP007,27,27,21.39,22.38,577.53
OL0002676,O001086,C0139,WH-CENTRAL,2025-01-26,2025-02-02,SKU-0119,SUP019,1,1,232.87,11.15,232.87
OL0002677,O001087,C0042,WH-CENTRAL,2025-02-11,2025-02-16,SKU-0018,SUP015,23,23,50.44,18.54,1160.12
OL0002678,O001088,C0142,WH-CENTRAL,2025-01-08,2025-01-15,SKU-0078,SUP011,22,22,411.97,14.46,9063.34
OL0002679,O001088,C0142,WH-CENTRAL,2025-01-08,2025-01-15,SKU-0045,SUP001,22,22,410.01,19.04,9020.22
OL0002680,O001088,C0142,WH-CENTRAL,2025-01-08,2025-01-15,SKU-0071,SUP016,28,28,165.33,23.96,4629.24
OL0002681,O001088,C0142,WH-CENTRAL,2025-01-08,2025-01-15,SKU-0111,SUP011,34,34,354.64,14.5,12057.76
OL0002682,O001089,C0085,WH-CENTRAL,2025-01-02,2025-01-07,SKU-0111,SUP011,37,37,354.64,14.5,13121.68
OL0002683,O001089,C0085,WH-CENTRAL,2025-01-02,2025-01-07,SKU-0041,SUP008,18,18,20.8,7.21,374.4
OL0002684,O001090,C0157,WH-NORTH,2025-09-25,2025-09-27,SKU-0022,SUP001,34,34,305.03,14.1,10371.02
OL0002685,O001090,C0157,WH-NORTH,2025-09-25,2025-09-27,SKU-0113,SUP018,17,17,203.1,18.05,3452.7
OL0002686,O001090,C0157,WH-NORTH,2025-09-25,2025-09-27,SKU-0039,SUP009,13,11,47.86,2.08,526.46
OL0002687,O001091,C0085,WH-CENTRAL,2025-02-05,2025-02-08,SKU-0013,SUP008,43,43,145.46,12.28,6254.78
OL0002688,O001091,C0085,WH-CENTRAL,2025-02-05,2025-02-08,SKU-0034,SUP012,14,14,430.64,11.86,6028.96
OL0002689,O001091,C0085,WH-CENTRAL,2025-02-05,2025-02-08,SKU-0027,SUP020,40,6,48.55,7.23,291.3
OL0002690,O001092,C0018,WH-SOUTH,2025-04-28,2025-05-05,SKU-0119,SUP019,36,36,232.87,11.15,8383.32
OL0002691,O001093,C0086,WH-NORTH,2025-07-13,2025-07-18,SKU-0029,SUP017,44,33,329.72,3.26,10880.76
OL0002692,O001094,C0027,WH-CENTRAL,2025-03-25,2025-03-30,SKU-0026,SUP012,21,18,411.14,7.45,7400.52
OL0002693,O001094,C0027,WH-CENTRAL,2025-03-25,2025-03-30,SKU-0096,SUP007,23,23,21.39,22.38,491.97
OL0002694,O001094,C0027,WH-CENTRAL,2025-03-25,2025-03-30,SKU-0057,SUP004,6,6,120.5,5.93,723.0
OL0002695,O001094,C0027,WH-CENTRAL,2025-03-25,2025-03-30,SKU-0048,SUP010,9,6,119.31,16.64,715.86
OL0002696,O001095,C0085,WH-CENTRAL,2025-09-05,2025-09-07,SKU-0075,SUP016,35,35,445.56,0.78,15594.6
OL0002697,O001095,C0085,WH-CENTRAL,2025-09-05,2025-09-07,SKU-0089,SUP005,24,24,235.54,23.14,5652.96
OL0002698,O001095,C0085,WH-CENTRAL,2025-09-05,2025-09-07,SKU-0052,SUP016,4,4,21.45,2.83,85.8
OL0002699,O001095,C0085,WH-CENTRAL,2025-09-05,2025-09-07,SKU-0072,SUP014,43,43,30.52,10.39,1312.36
OL0002700,O001096,C0092,WH-SOUTH,2025-02-07,2025-02-09,SKU-0091,SUP009,41,8,437.88,3.8,3503.04
OL0002701,O001096,C0092,WH-SOUTH,2025-02-07,2025-02-09,SKU-0029,SUP017,9,9,329.72,3.26,2967.48
OL0002702,O001096,C0092,WH-SOUTH,2025-02-07,2025-02-09,SKU-0024,SUP003,2,2,405.49,2.76,810.98
OL0002703,O001096,C0092,WH-SOUTH,2025-02-07,2025-02-09,SKU-0114,SUP012,23,23,201.48,4.98,4634.04
OL0002704,O001097,C0084,WH-NORTH,2025-06-04,2025-06-07,SKU-0057,SUP004,19,19,120.5,5.93,2289.5
OL0002705,O001098,C0047,WH-SOUTH,2025-05-04,2025-05-06,SKU-0007,SUP010,12,12,400.43,0.7,4805.16
OL0002706,O001098,C0047,WH-SOUTH,2025-05-04,2025-05-06,SKU-0072,SUP014,40,40,30.52,10.39,1220.8
OL0002707,O001098,C0047,WH-SOUTH,2025-05-04,2025-05-06,SKU-0050,SUP003,20,15,277.73,21.32,4165.95
OL0002708,O001098,C0047,WH-SOUTH,2025-05-04,2025-05-06,SKU-0015,SUP018,14,14,179.95,2.86,2519.3
OL0002709,O001099,C0031,WH-CENTRAL,2025-07-16,2025-07-19,SKU-0104,SUP001,29,29,140.63,6.53,4078.27
OL0002710,O001099,C0031,WH-CENTRAL,2025-07-16,2025-07-19,SKU-0101,SUP016,21,21,403.55,17.64,8474.55
OL0002711,O001099,C0031,WH-CENTRAL,2025-07-16,2025-07-19,SKU-0075,SUP016,30,30,445.56,0.78,13366.8
OL0002712,O001099,C0031,WH-CENTRAL,2025-07-16,2025-07-19,SKU-0067,SUP010,41,41,225.65,0.48,9251.65
OL0002713,O001100,C0141,WH-CENTRAL,2025-01-16,2025-01-23,SKU-0032,SUP019,27,14,319.2,7.69,4468.8
OL0002714,O001100,C0141,WH-CENTRAL,2025-01-16,2025-01-23,SKU-0105,SUP013,5,5,413.18,6.38,2065.9
OL0002715,O001101,C0150,WH-NORTH,2025-03-26,2025-03-29,SKU-0041,SUP008,44,44,20.8,7.21,915.2
OL0002716,O001101,C0150,WH-NORTH,2025-03-26,2025-03-29,SKU-0064,SUP015,38,38,434.49,20.1,16510.62
OL0002717,O001101,C0150,WH-NORTH,2025-03-26,2025-03-29,SKU-0046,SUP010,3,3,144.37,23.41,433.11
OL0002718,O001102,C0180,WH-NORTH,2025-02-18,2025-02-23,SKU-0083,SUP011,13,13,148.38,10.76,1928.94
OL0002719,O001102,C0180,WH-NORTH,2025-02-18,2025-02-23,SKU-0013,SUP008,18,18,145.46,12.28,2618.28
OL0002720,O001102,C0180,WH-NORTH,2025-02-18,2025-02-23,SKU-0073,SUP003,3,3,65.24,7.96,195.72
OL0002721,O001102,C0180,WH-NORTH,2025-02-18,2025-02-23,SKU-0087,SUP011,10,10,94.56,5.09,945.6
OL0002722,O001103,C0047,WH-NORTH,2025-11-14,2025-11-17,SKU-0035,SUP006,44,44,299.76,18.14,13189.44
OL0002723,O001103,C0047,WH-NORTH,2025-11-14,2025-11-17,SKU-0030,SUP011,11,2,97.99,13.31,195.98
OL0002724,O001104,C0093,WH-NORTH,2025-05-02,2025-05-07,SKU-0043,SUP008,17,17,312.39,22.89,5310.63
OL0002725,O001104,C0093,WH-NORTH,2025-05-02,2025-05-07,SKU-0029,SUP017,17,17,329.72,3.26,5605.24
OL0002726,O001104,C0093,WH-NORTH,2025-05-02,2025-05-07,SKU-0079,SUP015,9,9,222.99,5.53,2006.91
OL0002727,O001105,C0105,WH-SOUTH,2025-10-31,2025-11-05,SKU-0012,SUP018,14,14,87.99,20.68,1231.86
OL0002728,O001105,C0105,WH-SOUTH,2025-10-31,2025-11-05,SKU-0032,SUP019,42,42,319.2,7.69,13406.4
OL0002729,O001105,C0105,WH-SOUTH,2025-10-31,2025-11-05,SKU-0010,SUP006,24,24,22.01,13.05,528.24
OL0002730,O001106,C0004,WH-CENTRAL,2025-01-29,2025-02-01,SKU-0111,SUP011,14,14,354.64,14.5,4964.96
OL0002731,O001106,C0004,WH-CENTRAL,2025-01-29,2025-02-01,SKU-0018,SUP015,30,30,50.44,18.54,1513.2
OL0002732,O001107,C0136,WH-NORTH,2025-11-10,2025-11-13,SKU-0092,SUP015,44,44,164.73,1.67,7248.12
OL0002733,O001107,C0136,WH-NORTH,2025-11-10,2025-11-13,SKU-0019,SUP007,2,2,235.04,9.89,470.08
OL0002734,O001107,C0136,WH-NORTH,2025-11-10,2025-11-13,SKU-0065,SUP016,6,6,164.44,20.43,986.64
OL0002735,O001108,C0089,WH-CENTRAL,2025-06-11,2025-06-14,SKU-0079,SUP015,25,25,222.99,5.53,5574.75
OL0002736,O001109,C0093,WH-CENTRAL,2025-06-23,2025-06-26,SKU-0021,SUP012,39,39,397.37,23.95,15497.43
OL0002737,O001110,C0122,WH-SOUTH,2025-02-13,2025-02-18,SKU-0019,SUP007,33,33,235.04,9.89,7756.32
OL0002738,O001110,C0122,WH-SOUTH,2025-02-13,2025-02-18,SKU-0069,SUP001,35,35,68.6,10.78,2401.0
OL0002739,O001110,C0122,WH-SOUTH,2025-02-13,2025-02-18,SKU-0012,SUP018,19,19,87.99,20.68,1671.81
OL0002740,O001111,C0032,WH-CENTRAL,2025-03-03,2025-03-10,SKU-0085,SUP002,44,44,436.94,3.52,19225.36
OL0002741,O001111,C0032,WH-CENTRAL,2025-03-03,2025-03-10,SKU-0036,SUP003,30,30,447.34,17.87,13420.2
OL0002742,O001111,C0032,WH-CENTRAL,2025-03-03,2025-03-10,SKU-0077,SUP012,22,22,81.01,11.36,1782.22
OL0002743,O001111,C0032,WH-CENTRAL,2025-03-03,2025-03-10,SKU-0071,SUP016,26,26,165.33,23.96,4298.58
OL0002744,O001112,C0111,WH-NORTH,2025-12-26,2025-12-29,SKU-0090,SUP001,29,29,327.08,13.16,9485.32
OL0002745,O001113,C0146,WH-CENTRAL,2025-11-09,2025-11-16,SKU-0045,SUP001,30,30,410.01,19.04,12300.3
OL0002746,O001114,C0036,WH-NORTH,2025-05-03,2025-05-08,SKU-0069,SUP001,44,44,68.6,10.78,3018.4
OL0002747,O001114,C0036,WH-NORTH,2025-05-03,2025-05-08,SKU-0016,SUP003,6,6,327.4,10.64,1964.4
OL0002748,O001115,C0080,WH-CENTRAL,2025-02-12,2025-02-15,SKU-0069,SUP001,40,40,68.6,10.78,2744.0
OL0002749,O001115,C0080,WH-CENTRAL,2025-02-12,2025-02-15,SKU-0103,SUP011,28,28,371.27,9.15,10395.56
OL0002750,O001115,C0080,WH-CENTRAL,2025-02-12,2025-02-15,SKU-0047,SUP005,13,13,351.93,4.73,4575.09
OL0002751,O001115,C0080,WH-CENTRAL,2025-02-12,2025-02-15,SKU-0114,SUP012,37,37,201.48,4.98,7454.76
OL0002752,O001116,C0070,WH-SOUTH,2025-02-13,2025-02-18,SKU-0053,SUP016,8,8,443.25,19.99,3546.0
OL0002753,O001117,C0131,WH-SOUTH,2025-03-22,2025-03-25,SKU-0081,SUP013,33,33,39.62,8.32,1307.46
OL0002754,O001117,C0131,WH-SOUTH,2025-03-22,2025-03-25,SKU-0113,SUP018,41,41,203.1,18.05,8327.1
OL0002755,O001117,C0131,WH-SOUTH,2025-03-22,2025-03-25,SKU-0103,SUP011,24,24,371.27,9.15,8910.48
OL0002756,O001117,C0131,WH-SOUTH,2025-03-22,2025-03-25,SKU-0003,SUP016,28,28,296.77,6.55,8309.56
OL0002757,O001118,C0127,WH-NORTH,2025-10-21,2025-10-24,SKU-0022,SUP001,35,35,305.03,14.1,10676.05
OL0002758,O001119,C0002,WH-NORTH,2025-03-23,2025-03-26,SKU-0036,SUP003,42,42,447.34,17.87,18788.28
OL0002759,O001119,C0002,WH-NORTH,2025-03-23,2025-03-26,SKU-0059,SUP014,34,34,435.26,22.58,14798.84
OL0002760,O001119,C0002,WH-NORTH,2025-03-23,2025-03-26,SKU-0055,SUP014,19,19,83.28,21.74,1582.32
OL0002761,O001120,C0079,WH-CENTRAL,2025-11-11,2025-11-14,SKU-0102,SUP001,38,38,119.08,23.41,4525.04
OL0002762,O001120,C0079,WH-CENTRAL,2025-11-11,2025-11-14,SKU-0063,SUP018,11,11,136.76,21.33,1504.36
OL0002763,O001120,C0079,WH-CENTRAL,2025-11-11,2025-11-14,SKU-0094,SUP012,12,2,65.62,2.03,131.24
OL0002764,O001121,C0143,WH-NORTH,2025-07-06,2025-07-08,SKU-0013,SUP008,2,2,145.46,12.28,290.92
OL0002765,O001122,C0149,WH-SOUTH,2025-01-29,2025-02-03,SKU-0011,SUP003,19,19,299.05,12.71,5681.95
OL0002766,O001122,C0149,WH-SOUTH,2025-01-29,2025-02-03,SKU-0021,SUP012,33,33,397.37,23.95,13113.21
OL0002767,O001123,C0065,WH-NORTH,2025-01-26,2025-01-31,SKU-0049,SUP002,4,4,216.01,3.12,864.04
OL0002768,O001124,C0003,WH-SOUTH,2025-05-20,2025-05-23,SKU-0030,SUP011,16,16,97.99,13.31,1567.84
OL0002769,O001124,C0003,WH-SOUTH,2025-05-20,2025-05-23,SKU-0057,SUP004,1,1,120.5,5.93,120.5
OL0002770,O001125,C0076,WH-CENTRAL,2025-11-21,2025-11-28,SKU-0042,SUP008,32,32,149.83,4.69,4794.56
OL0002771,O001125,C0076,WH-CENTRAL,2025-11-21,2025-11-28,SKU-0034,SUP012,30,30,430.64,11.86,12919.2
